dataset,fold,p,k,feature_ratio,feature_pct,baseline_auc,baseline_accuracy,etree_auc,etree_accuracy,stg_auc,stg_accuracy,lspin_auc,lspin_accuracy,etree_auc_delta,stg_auc_delta,lspin_auc_delta,etree_accuracy_delta,stg_accuracy_delta,lspin_accuracy_delta
madelon,1,500,150,0.3,30.0,0.7570118343195266,0.6884615384615385,0.8735946745562131,0.7942307692307692,0.8451183431952662,0.775,0.735784023668639,0.6884615384615385,0.11658284023668652,0.08810650887573968,-0.021227810650887524,0.10576923076923073,0.08653846153846156,0.0
madelon,2,500,150,0.3,30.0,0.7416124260355029,0.6673076923076923,0.8413461538461539,0.7673076923076924,0.7861168639053255,0.6942307692307692,0.7394156804733727,0.675,0.09973372781065093,0.04450443786982261,-0.002196745562130231,0.10000000000000009,0.02692307692307694,0.007692307692307776
madelon,3,500,150,0.3,30.0,0.7916568047337278,0.7173076923076923,0.8756360946745563,0.7903846153846154,0.8411834319526628,0.7596153846153846,0.7619008875739645,0.7,0.08397928994082848,0.04952662721893497,-0.029755917159763334,0.07307692307692304,0.04230769230769227,-0.017307692307692357
madelon,4,500,150,0.3,30.0,0.78801775147929,0.7288461538461538,0.8832692307692308,0.7826923076923077,0.854423076923077,0.7557692307692307,0.74375,0.6673076923076923,0.09525147928994082,0.06640532544378697,-0.04426775147928996,0.05384615384615388,0.02692307692307694,-0.06153846153846154
madelon,5,500,150,0.3,30.0,0.7575221893491124,0.6942307692307692,0.8601183431952664,0.7692307692307693,0.8363609467455622,0.7442307692307693,0.7133357988165681,0.6461538461538462,0.10259615384615395,0.07883875739644974,-0.04418639053254436,0.07500000000000007,0.050000000000000044,-0.04807692307692302
madelon,1,500,100,0.2,20.0,0.7570118343195266,0.6884615384615385,0.9080843195266273,0.8269230769230769,0.8908431952662723,0.8288461538461539,0.7599260355029586,0.6961538461538461,0.1510724852071007,0.13383136094674575,0.002914201183431997,0.1384615384615384,0.14038461538461544,0.007692307692307665
madelon,2,500,100,0.2,20.0,0.7416124260355029,0.6673076923076923,0.8783579881656804,0.7884615384615384,0.8087056213017753,0.7269230769230769,0.7136686390532544,0.6384615384615384,0.13674556213017752,0.06709319526627233,-0.02794378698224853,0.12115384615384617,0.059615384615384626,-0.028846153846153855
madelon,3,500,100,0.2,20.0,0.7916568047337278,0.7173076923076923,0.9034837278106509,0.8269230769230769,0.8719082840236687,0.7730769230769231,0.7727366863905325,0.6942307692307692,0.1118269230769231,0.08025147928994092,-0.01892011834319529,0.10961538461538456,0.05576923076923079,-0.023076923076923106
madelon,4,500,100,0.2,20.0,0.78801775147929,0.7288461538461538,0.913594674556213,0.823076923076923,0.8905473372781064,0.7903846153846154,0.7411538461538462,0.675,0.12557692307692303,0.10252958579881644,-0.04686390532544382,0.09423076923076923,0.06153846153846154,-0.053846153846153766
madelon,5,500,100,0.2,20.0,0.7575221893491124,0.6942307692307692,0.9071523668639053,0.8288461538461539,0.812189349112426,0.7057692307692308,0.6834097633136094,0.6442307692307693,0.1496301775147929,0.0546671597633136,-0.07411242603550305,0.1346153846153847,0.011538461538461608,-0.04999999999999993
madelon,1,500,50,0.1,10.0,0.7570118343195266,0.6884615384615385,0.9385059171597634,0.8826923076923077,0.8618786982248521,0.7903846153846154,0.7378328402366864,0.6730769230769231,0.18149408284023683,0.10486686390532551,-0.019178994082840184,0.1942307692307692,0.1019230769230769,-0.01538461538461533
madelon,2,500,50,0.1,10.0,0.7416124260355029,0.6673076923076923,0.9196227810650888,0.8480769230769231,0.852026627218935,0.7653846153846153,0.5899186390532544,0.573076923076923,0.17801035502958584,0.11041420118343204,-0.15169378698224856,0.1807692307692308,0.09807692307692306,-0.09423076923076923
madelon,3,500,50,0.1,10.0,0.7916568047337278,0.7173076923076923,0.9424334319526628,0.8615384615384616,0.9101701183431954,0.8423076923076923,0.6771079881656805,0.6403846153846153,0.15077662721893503,0.1185133136094676,-0.11454881656804727,0.14423076923076927,0.125,-0.07692307692307698
madelon,4,500,50,0.1,10.0,0.78801775147929,0.7288461538461538,0.9418565088757397,0.8653846153846154,0.9231286982248521,0.8346153846153846,0.7362721893491123,0.6653846153846154,0.1538387573964497,0.13511094674556212,-0.05174556213017767,0.1365384615384616,0.10576923076923084,-0.06346153846153846
madelon,5,500,50,0.1,10.0,0.7575221893491124,0.6942307692307692,0.945406804733728,0.8788461538461538,0.8936686390532543,0.8115384615384615,0.6550665680473373,0.6288461538461538,0.18788461538461554,0.13614644970414191,-0.1024556213017751,0.18461538461538463,0.11730769230769234,-0.06538461538461537
madelon,1,500,25,0.05,5.0,0.7570118343195266,0.6884615384615385,0.9606804733727812,0.9,0.9166715976331362,0.8480769230769231,0.6120710059171598,0.575,0.2036686390532546,0.15965976331360965,-0.14494082840236677,0.21153846153846156,0.1596153846153846,-0.1134615384615385
madelon,2,500,25,0.05,5.0,0.7416124260355029,0.6673076923076923,0.9483136094674556,0.8769230769230769,0.8572411242603549,0.7653846153846153,0.49586538461538465,0.49423076923076925,0.20670118343195265,0.115628698224852,-0.24574704142011827,0.20961538461538465,0.09807692307692306,-0.17307692307692302
madelon,3,500,25,0.05,5.0,0.7916568047337278,0.7173076923076923,0.9621079881656807,0.9019230769230769,0.943897928994083,0.875,0.7265532544378698,0.6576923076923077,0.17045118343195287,0.1522411242603552,-0.06510355029585801,0.18461538461538463,0.1576923076923077,-0.059615384615384626
madelon,4,500,25,0.05,5.0,0.78801775147929,0.7288461538461538,0.9609097633136094,0.8903846153846153,0.9205621301775148,0.8326923076923077,0.6868343195266272,0.6480769230769231,0.17289201183431946,0.13254437869822477,-0.10118343195266277,0.16153846153846152,0.10384615384615392,-0.0807692307692307
madelon,5,500,25,0.05,5.0,0.7575221893491124,0.6942307692307692,0.9652662721893491,0.9115384615384615,0.9066863905325444,0.8423076923076923,0.6041789940828403,0.5788461538461539,0.2077440828402367,0.149164201183432,-0.15334319526627216,0.2173076923076923,0.1480769230769231,-0.11538461538461531
SMK-CAN-187,1,19993,19993,1.0,100.0,0.8680555555555556,0.7631578947368421,0.8680555555555556,0.7631578947368421,0.8680555555555556,0.7631578947368421,0.8680555555555556,0.7631578947368421,0.0,0.0,0.0,0.0,0.0,0.0
SMK-CAN-187,2,19993,19993,1.0,100.0,0.7736111111111111,0.7368421052631579,0.7736111111111111,0.7368421052631579,0.7736111111111111,0.7368421052631579,0.7736111111111111,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0
SMK-CAN-187,3,19993,19993,1.0,100.0,0.7090643274853802,0.7027027027027027,0.7090643274853802,0.7027027027027027,0.7090643274853802,0.7027027027027027,0.7090643274853802,0.7027027027027027,0.0,0.0,0.0,0.0,0.0,0.0
SMK-CAN-187,4,19993,19993,1.0,100.0,0.7631578947368421,0.6756756756756757,0.7631578947368421,0.6756756756756757,0.7631578947368421,0.6756756756756757,0.7631578947368421,0.6756756756756757,0.0,0.0,0.0,0.0,0.0,0.0
SMK-CAN-187,5,19993,19993,1.0,100.0,0.6242690058479532,0.5405405405405406,0.6242690058479532,0.5405405405405406,0.6242690058479532,0.5405405405405406,0.6242690058479532,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0
SMK-CAN-187,1,19993,17994,0.9,90.0,0.8680555555555556,0.7631578947368421,0.8819444444444445,0.8157894736842105,0.8694444444444444,0.7894736842105263,0.8638888888888889,0.7368421052631579,0.01388888888888895,0.001388888888888773,-0.004166666666666652,0.05263157894736836,0.02631578947368418,-0.026315789473684292
SMK-CAN-187,2,19993,17994,0.9,90.0,0.7736111111111111,0.7368421052631579,0.7986111111111112,0.7368421052631579,0.7763888888888889,0.7368421052631579,0.776388888888889,0.7631578947368421,0.025000000000000022,0.002777777777777768,0.002777777777777879,0.0,0.0,0.026315789473684292
SMK-CAN-187,3,19993,17994,0.9,90.0,0.7090643274853802,0.7027027027027027,0.6929824561403508,0.7027027027027027,0.6900584795321638,0.6756756756756757,0.7119883040935672,0.7027027027027027,-0.016081871345029364,-0.01900584795321636,0.0029239766081869956,0.0,-0.027027027027027084,0.0
SMK-CAN-187,4,19993,17994,0.9,90.0,0.7631578947368421,0.6756756756756757,0.7763157894736842,0.7027027027027027,0.7850877192982456,0.7027027027027027,0.7573099415204678,0.6756756756756757,0.013157894736842035,0.021929824561403466,-0.005847953216374324,0.027027027027027084,0.027027027027027084,0.0
SMK-CAN-187,5,19993,17994,0.9,90.0,0.6242690058479532,0.5405405405405406,0.6257309941520468,0.5135135135135135,0.6505847953216375,0.5405405405405406,0.6257309941520468,0.5135135135135135,0.0014619883040936088,0.026315789473684292,0.0014619883040936088,-0.027027027027027084,0.0,-0.027027027027027084
SMK-CAN-187,1,19993,15994,0.8,80.0,0.8680555555555556,0.7631578947368421,0.8708333333333333,0.8157894736842105,0.8652777777777777,0.8157894736842105,0.8777777777777778,0.7894736842105263,0.002777777777777768,-0.002777777777777879,0.009722222222222188,0.05263157894736836,0.05263157894736836,0.02631578947368418
SMK-CAN-187,2,19993,15994,0.8,80.0,0.7736111111111111,0.7368421052631579,0.8041666666666666,0.7368421052631579,0.7847222222222223,0.7368421052631579,0.8041666666666667,0.7105263157894737,0.030555555555555447,0.011111111111111183,0.030555555555555558,0.0,0.0,-0.02631578947368418
SMK-CAN-187,3,19993,15994,0.8,80.0,0.7090643274853802,0.7027027027027027,0.6885964912280702,0.6756756756756757,0.7134502923976608,0.7027027027027027,0.685672514619883,0.6486486486486487,-0.020467836257309968,0.004385964912280604,-0.023391812865497186,-0.027027027027027084,0.0,-0.05405405405405406
SMK-CAN-187,4,19993,15994,0.8,80.0,0.7631578947368421,0.6756756756756757,0.7587719298245614,0.7027027027027027,0.7894736842105263,0.7567567567567568,0.7777777777777778,0.7027027027027027,-0.004385964912280715,0.02631578947368418,0.014619883040935644,0.027027027027027084,0.08108108108108114,0.027027027027027084
SMK-CAN-187,5,19993,15994,0.8,80.0,0.6242690058479532,0.5405405405405406,0.6345029239766081,0.5405405405405406,0.6242690058479532,0.5405405405405406,0.6271929824561404,0.5675675675675675,0.010233918128654929,0.0,0.0029239766081872176,0.0,0.0,0.027027027027026973
SMK-CAN-187,1,19993,13995,0.7,70.0,0.8680555555555556,0.7631578947368421,0.8861111111111111,0.8157894736842105,0.8791666666666667,0.7894736842105263,0.8750000000000001,0.7368421052631579,0.01805555555555549,0.011111111111111072,0.006944444444444531,0.05263157894736836,0.02631578947368418,-0.026315789473684292
SMK-CAN-187,2,19993,13995,0.7,70.0,0.7736111111111111,0.7368421052631579,0.7861111111111112,0.7631578947368421,0.7694444444444444,0.7368421052631579,0.8041666666666667,0.7368421052631579,0.012500000000000067,-0.004166666666666763,0.030555555555555558,0.026315789473684292,0.0,0.0
SMK-CAN-187,3,19993,13995,0.7,70.0,0.7090643274853802,0.7027027027027027,0.7105263157894737,0.6756756756756757,0.7266081871345029,0.7297297297297297,0.7222222222222222,0.7027027027027027,0.0014619883040934978,0.01754385964912275,0.013157894736842035,-0.027027027027027084,0.027027027027026973,0.0
SMK-CAN-187,4,19993,13995,0.7,70.0,0.7631578947368421,0.6756756756756757,0.7646198830409356,0.6756756756756757,0.7675438596491229,0.7297297297297297,0.7631578947368421,0.6756756756756757,0.0014619883040934978,0.004385964912280715,0.0,0.0,0.05405405405405406,0.0
SMK-CAN-187,5,19993,13995,0.7,70.0,0.6242690058479532,0.5405405405405406,0.6301169590643274,0.5405405405405406,0.5964912280701754,0.5405405405405406,0.6432748538011697,0.5405405405405406,0.005847953216374213,-0.02777777777777779,0.01900584795321647,0.0,0.0,0.0
SMK-CAN-187,1,19993,11996,0.6,60.0,0.8680555555555556,0.7631578947368421,0.8930555555555556,0.8157894736842105,0.8986111111111111,0.7894736842105263,0.8694444444444445,0.7894736842105263,0.025000000000000022,0.030555555555555558,0.001388888888888884,0.05263157894736836,0.02631578947368418,0.02631578947368418
SMK-CAN-187,2,19993,11996,0.6,60.0,0.7736111111111111,0.7368421052631579,0.7680555555555555,0.7368421052631579,0.7958333333333333,0.7631578947368421,0.7833333333333333,0.7105263157894737,-0.005555555555555647,0.022222222222222143,0.009722222222222188,0.0,0.026315789473684292,-0.02631578947368418
SMK-CAN-187,3,19993,11996,0.6,60.0,0.7090643274853802,0.7027027027027027,0.7134502923976609,0.6486486486486487,0.7134502923976608,0.6756756756756757,0.6798245614035088,0.6756756756756757,0.004385964912280715,0.004385964912280604,-0.0292397660818714,-0.05405405405405406,-0.027027027027027084,-0.027027027027027084
SMK-CAN-187,4,19993,11996,0.6,60.0,0.7631578947368421,0.6756756756756757,0.7646198830409355,0.7027027027027027,0.7543859649122807,0.6756756756756757,0.7733918128654971,0.6756756756756757,0.0014619883040933868,-0.00877192982456143,0.010233918128654929,0.027027027027027084,0.0,0.0
SMK-CAN-187,5,19993,11996,0.6,60.0,0.6242690058479532,0.5405405405405406,0.6228070175438596,0.5405405405405406,0.631578947368421,0.5135135135135135,0.621345029239766,0.5405405405405406,-0.0014619883040936088,0.007309941520467822,-0.0029239766081872176,0.0,-0.027027027027027084,0.0
SMK-CAN-187,1,19993,9996,0.5,50.0,0.8680555555555556,0.7631578947368421,0.8777777777777779,0.7631578947368421,0.8875000000000001,0.7894736842105263,0.875,0.7631578947368421,0.009722222222222299,0.019444444444444486,0.00694444444444442,0.0,0.02631578947368418,0.0
SMK-CAN-187,2,19993,9996,0.5,50.0,0.7736111111111111,0.7368421052631579,0.7805555555555557,0.7631578947368421,0.7972222222222223,0.7631578947368421,0.8111111111111111,0.7368421052631579,0.006944444444444531,0.023611111111111138,0.03749999999999998,0.026315789473684292,0.026315789473684292,0.0
SMK-CAN-187,3,19993,9996,0.5,50.0,0.7090643274853802,0.7027027027027027,0.695906432748538,0.6756756756756757,0.7017543859649122,0.6756756756756757,0.6798245614035087,0.6486486486486487,-0.013157894736842146,-0.007309941520467933,-0.02923976608187151,-0.027027027027027084,-0.027027027027027084,-0.05405405405405406
SMK-CAN-187,4,19993,9996,0.5,50.0,0.7631578947368421,0.6756756756756757,0.7704678362573099,0.7297297297297297,0.7587719298245614,0.7297297297297297,0.7660818713450293,0.6756756756756757,0.007309941520467711,-0.004385964912280715,0.0029239766081871066,0.05405405405405406,0.05405405405405406,0.0
SMK-CAN-187,5,19993,9996,0.5,50.0,0.6242690058479532,0.5405405405405406,0.6111111111111112,0.5405405405405406,0.6169590643274854,0.5675675675675675,0.6228070175438596,0.5405405405405406,-0.013157894736842035,-0.007309941520467822,-0.0014619883040936088,0.0,0.027027027027026973,0.0
SMK-CAN-187,1,19993,7997,0.4,40.0,0.8680555555555556,0.7631578947368421,0.8875,0.7894736842105263,0.8763888888888889,0.7631578947368421,0.8902777777777777,0.7631578947368421,0.019444444444444375,0.008333333333333304,0.022222222222222143,0.02631578947368418,0.0,0.0
SMK-CAN-187,2,19993,7997,0.4,40.0,0.7736111111111111,0.7368421052631579,0.7875,0.7368421052631579,0.7805555555555556,0.7631578947368421,0.7930555555555556,0.7631578947368421,0.01388888888888884,0.00694444444444442,0.019444444444444486,0.0,0.026315789473684292,0.026315789473684292
SMK-CAN-187,3,19993,7997,0.4,40.0,0.7090643274853802,0.7027027027027027,0.6973684210526315,0.6756756756756757,0.6988304093567252,0.7027027027027027,0.7207602339181286,0.6756756756756757,-0.011695906432748648,-0.010233918128654929,0.011695906432748426,-0.027027027027027084,0.0,-0.027027027027027084
SMK-CAN-187,4,19993,7997,0.4,40.0,0.7631578947368421,0.6756756756756757,0.7558479532163742,0.7027027027027027,0.7748538011695907,0.7027027027027027,0.77046783625731,0.6756756756756757,-0.007309941520467933,0.011695906432748537,0.007309941520467822,0.027027027027027084,0.027027027027027084,0.0
SMK-CAN-187,5,19993,7997,0.4,40.0,0.6242690058479532,0.5405405405405406,0.6374269005847953,0.5675675675675675,0.6242690058479532,0.5405405405405406,0.618421052631579,0.5135135135135135,0.013157894736842146,0.0,-0.005847953216374213,0.027027027027026973,0.0,-0.027027027027027084
SMK-CAN-187,1,19993,5998,0.3,30.0,0.8680555555555556,0.7631578947368421,0.8986111111111111,0.8157894736842105,0.8763888888888889,0.7894736842105263,0.8597222222222223,0.7894736842105263,0.030555555555555558,0.008333333333333304,-0.008333333333333304,0.05263157894736836,0.02631578947368418,0.02631578947368418
SMK-CAN-187,2,19993,5998,0.3,30.0,0.7736111111111111,0.7368421052631579,0.7944444444444445,0.7368421052631579,0.7777777777777778,0.7368421052631579,0.7930555555555556,0.7105263157894737,0.02083333333333337,0.004166666666666652,0.019444444444444486,0.0,0.0,-0.02631578947368418
SMK-CAN-187,3,19993,5998,0.3,30.0,0.7090643274853802,0.7027027027027027,0.695906432748538,0.6756756756756757,0.695906432748538,0.6756756756756757,0.6871345029239766,0.6486486486486487,-0.013157894736842146,-0.013157894736842146,-0.021929824561403577,-0.027027027027027084,-0.027027027027027084,-0.05405405405405406
SMK-CAN-187,4,19993,5998,0.3,30.0,0.7631578947368421,0.6756756756756757,0.7690058479532164,0.7027027027027027,0.7719298245614035,0.7027027027027027,0.7690058479532164,0.7027027027027027,0.005847953216374213,0.00877192982456132,0.005847953216374213,0.027027027027027084,0.027027027027027084,0.027027027027027084
SMK-CAN-187,5,19993,5998,0.3,30.0,0.6242690058479532,0.5405405405405406,0.6140350877192984,0.5945945945945946,0.6198830409356725,0.5675675675675675,0.6154970760233918,0.5405405405405406,-0.010233918128654818,-0.004385964912280715,-0.00877192982456143,0.05405405405405406,0.027027027027026973,0.0
SMK-CAN-187,1,19993,3999,0.2,20.0,0.8680555555555556,0.7631578947368421,0.8916666666666667,0.7894736842105263,0.8763888888888889,0.7631578947368421,0.8875000000000001,0.7894736842105263,0.023611111111111138,0.008333333333333304,0.019444444444444486,0.02631578947368418,0.0,0.02631578947368418
SMK-CAN-187,2,19993,3999,0.2,20.0,0.7736111111111111,0.7368421052631579,0.8027777777777778,0.7631578947368421,0.7930555555555556,0.7105263157894737,0.8041666666666667,0.7105263157894737,0.029166666666666674,0.019444444444444486,0.030555555555555558,0.026315789473684292,-0.02631578947368418,-0.02631578947368418
SMK-CAN-187,3,19993,3999,0.2,20.0,0.7090643274853802,0.7027027027027027,0.6871345029239766,0.7027027027027027,0.6842105263157895,0.6216216216216216,0.7105263157894737,0.7027027027027027,-0.021929824561403577,-0.024853801169590684,0.0014619883040934978,0.0,-0.08108108108108114,0.0
SMK-CAN-187,4,19993,3999,0.2,20.0,0.7631578947368421,0.6756756756756757,0.760233918128655,0.7027027027027027,0.7529239766081871,0.7297297297297297,0.7777777777777778,0.7027027027027027,-0.0029239766081871066,-0.01023391812865504,0.014619883040935644,0.027027027027027084,0.05405405405405406,0.027027027027027084
SMK-CAN-187,5,19993,3999,0.2,20.0,0.6242690058479532,0.5405405405405406,0.6169590643274854,0.5405405405405406,0.6286549707602339,0.5675675675675675,0.6286549707602339,0.5405405405405406,-0.007309941520467822,0.004385964912280715,0.004385964912280715,0.0,0.027027027027026973,0.0
SMK-CAN-187,1,19993,1999,0.1,10.0,0.8680555555555556,0.7631578947368421,0.8861111111111111,0.8157894736842105,0.8944444444444445,0.8157894736842105,0.8541666666666666,0.8157894736842105,0.01805555555555549,0.026388888888888906,-0.01388888888888895,0.05263157894736836,0.05263157894736836,0.05263157894736836
SMK-CAN-187,2,19993,1999,0.1,10.0,0.7736111111111111,0.7368421052631579,0.8027777777777778,0.7631578947368421,0.7722222222222223,0.6842105263157895,0.7916666666666666,0.7368421052631579,0.029166666666666674,-0.001388888888888884,0.01805555555555549,0.026315789473684292,-0.05263157894736836,0.0
SMK-CAN-187,3,19993,1999,0.1,10.0,0.7090643274853802,0.7027027027027027,0.6929824561403508,0.6756756756756757,0.6710526315789473,0.6486486486486487,0.685672514619883,0.7027027027027027,-0.016081871345029364,-0.03801169590643283,-0.023391812865497186,-0.027027027027027084,-0.05405405405405406,0.0
SMK-CAN-187,4,19993,1999,0.1,10.0,0.7631578947368421,0.6756756756756757,0.7631578947368421,0.7567567567567568,0.7616959064327485,0.6756756756756757,0.7880116959064327,0.7567567567567568,0.0,-0.0014619883040936088,0.024853801169590573,0.08108108108108114,0.0,0.08108108108108114
SMK-CAN-187,5,19993,1999,0.1,10.0,0.6242690058479532,0.5405405405405406,0.6257309941520468,0.5405405405405406,0.631578947368421,0.5405405405405406,0.6403508771929824,0.5675675675675675,0.0014619883040936088,0.007309941520467822,0.016081871345029253,0.0,0.0,0.027027027027026973
SMK-CAN-187,1,19993,1000,0.05,5.0,0.8680555555555556,0.7631578947368421,0.8777777777777777,0.8157894736842105,0.8666666666666666,0.8157894736842105,0.875,0.7894736842105263,0.009722222222222077,-0.001388888888888995,0.00694444444444442,0.05263157894736836,0.05263157894736836,0.02631578947368418
SMK-CAN-187,2,19993,1000,0.05,5.0,0.7736111111111111,0.7368421052631579,0.8138888888888889,0.7368421052631579,0.763888888888889,0.7368421052631579,0.7944444444444445,0.7368421052631579,0.040277777777777746,-0.009722222222222188,0.02083333333333337,0.0,0.0,0.0
SMK-CAN-187,3,19993,1000,0.05,5.0,0.7090643274853802,0.7027027027027027,0.7032163742690059,0.7027027027027027,0.7207602339181286,0.6756756756756757,0.6944444444444444,0.7027027027027027,-0.005847953216374324,0.011695906432748426,-0.014619883040935755,0.0,-0.027027027027027084,0.0
SMK-CAN-187,4,19993,1000,0.05,5.0,0.7631578947368421,0.6756756756756757,0.7719298245614035,0.7567567567567568,0.7646198830409356,0.7027027027027027,0.7690058479532164,0.7027027027027027,0.00877192982456132,0.0014619883040934978,0.005847953216374213,0.08108108108108114,0.027027027027027084,0.027027027027027084
SMK-CAN-187,5,19993,1000,0.05,5.0,0.6242690058479532,0.5405405405405406,0.6374269005847953,0.5405405405405406,0.618421052631579,0.5405405405405406,0.6345029239766082,0.5405405405405406,0.013157894736842146,-0.005847953216374213,0.01023391812865504,0.0,0.0,0.0
colon,1,2000,2000,1.0,100.0,0.95,0.8461538461538461,0.95,0.8461538461538461,0.95,0.8461538461538461,0.95,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0
colon,2,2000,2000,1.0,100.0,0.975,0.8461538461538461,0.975,0.8461538461538461,0.975,0.8461538461538461,0.975,0.8461538461538461,0.0,0.0,0.0,0.0,0.0,0.0
colon,3,2000,2000,1.0,100.0,0.8125,0.6666666666666666,0.8125,0.6666666666666666,0.8125,0.6666666666666666,0.8125,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
colon,4,2000,2000,1.0,100.0,0.9375,0.8333333333333334,0.9375,0.8333333333333334,0.9375,0.8333333333333334,0.9375,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
colon,5,2000,2000,1.0,100.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
colon,1,2000,1800,0.9,90.0,0.95,0.8461538461538461,0.95,0.8461538461538461,0.95,0.7692307692307693,0.975,0.9230769230769231,0.0,0.0,0.025000000000000022,0.0,-0.07692307692307687,0.07692307692307698
colon,2,2000,1800,0.9,90.0,0.975,0.8461538461538461,0.975,0.8461538461538461,0.95,0.8461538461538461,0.975,0.8461538461538461,0.0,-0.025000000000000022,0.0,0.0,0.0,0.0
colon,3,2000,1800,0.9,90.0,0.8125,0.6666666666666666,0.8125,0.75,0.8125,0.75,0.8125,0.6666666666666666,0.0,0.0,0.0,0.08333333333333337,0.08333333333333337,0.0
colon,4,2000,1800,0.9,90.0,0.9375,0.8333333333333334,0.90625,0.8333333333333334,0.90625,0.8333333333333334,0.875,0.8333333333333334,-0.03125,-0.03125,-0.0625,0.0,0.0,0.0
colon,5,2000,1800,0.9,90.0,1.0,0.8333333333333334,1.0,0.9166666666666666,1.0,0.9166666666666666,1.0,0.8333333333333334,0.0,0.0,0.0,0.08333333333333326,0.08333333333333326,0.0
colon,1,2000,1600,0.8,80.0,0.95,0.8461538461538461,0.95,0.7692307692307693,0.95,0.7692307692307693,0.975,0.8461538461538461,0.0,0.0,0.025000000000000022,-0.07692307692307687,-0.07692307692307687,0.0
colon,2,2000,1600,0.8,80.0,0.975,0.8461538461538461,0.95,0.8461538461538461,0.975,0.8461538461538461,0.975,0.8461538461538461,-0.025000000000000022,0.0,0.0,0.0,0.0,0.0
colon,3,2000,1600,0.8,80.0,0.8125,0.6666666666666666,0.78125,0.75,0.84375,0.6666666666666666,0.765625,0.6666666666666666,-0.03125,0.03125,-0.046875,0.08333333333333337,0.0,0.0
colon,4,2000,1600,0.8,80.0,0.9375,0.8333333333333334,0.90625,0.8333333333333334,0.875,0.8333333333333334,0.875,0.8333333333333334,-0.03125,-0.0625,-0.0625,0.0,0.0,0.0
colon,5,2000,1600,0.8,80.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9166666666666666,1.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.08333333333333326,0.0
colon,1,2000,1400,0.7,70.0,0.95,0.8461538461538461,0.95,0.7692307692307693,0.95,0.8461538461538461,0.975,0.8461538461538461,0.0,0.0,0.025000000000000022,-0.07692307692307687,0.0,0.0
colon,2,2000,1400,0.7,70.0,0.975,0.8461538461538461,0.975,0.8461538461538461,0.975,0.8461538461538461,0.95,0.8461538461538461,0.0,0.0,-0.025000000000000022,0.0,0.0,0.0
colon,3,2000,1400,0.7,70.0,0.8125,0.6666666666666666,0.78125,0.75,0.78125,0.6666666666666666,0.78125,0.6666666666666666,-0.03125,-0.03125,-0.03125,0.08333333333333337,0.0,0.0
colon,4,2000,1400,0.7,70.0,0.9375,0.8333333333333334,0.890625,0.8333333333333334,0.84375,0.8333333333333334,0.84375,0.8333333333333334,-0.046875,-0.09375,-0.09375,0.0,0.0,0.0
colon,5,2000,1400,0.7,70.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9166666666666666,0.9375,0.8333333333333334,0.0,0.0,-0.0625,0.0,0.08333333333333326,0.0
colon,1,2000,1200,0.6,60.0,0.95,0.8461538461538461,0.95,0.7692307692307693,0.95,0.7692307692307693,0.975,0.9230769230769231,0.0,0.0,0.025000000000000022,-0.07692307692307687,-0.07692307692307687,0.07692307692307698
colon,2,2000,1200,0.6,60.0,0.975,0.8461538461538461,0.925,0.8461538461538461,0.95,0.9230769230769231,0.95,0.8461538461538461,-0.04999999999999993,-0.025000000000000022,-0.025000000000000022,0.0,0.07692307692307698,0.0
colon,3,2000,1200,0.6,60.0,0.8125,0.6666666666666666,0.78125,0.75,0.78125,0.6666666666666666,0.78125,0.6666666666666666,-0.03125,-0.03125,-0.03125,0.08333333333333337,0.0,0.0
colon,4,2000,1200,0.6,60.0,0.9375,0.8333333333333334,0.875,0.8333333333333334,0.875,0.8333333333333334,0.921875,0.8333333333333334,-0.0625,-0.0625,-0.015625,0.0,0.0,0.0
colon,5,2000,1200,0.6,60.0,1.0,0.8333333333333334,1.0,0.8333333333333334,1.0,0.9166666666666666,0.96875,0.9166666666666666,0.0,0.0,-0.03125,0.0,0.08333333333333326,0.08333333333333326
colon,1,2000,1000,0.5,50.0,0.95,0.8461538461538461,0.95,0.7692307692307693,0.95,0.7692307692307693,0.975,0.9230769230769231,0.0,0.0,0.025000000000000022,-0.07692307692307687,-0.07692307692307687,0.07692307692307698
colon,2,2000,1000,0.5,50.0,0.975,0.8461538461538461,0.925,0.8461538461538461,0.975,0.8461538461538461,0.95,0.8461538461538461,-0.04999999999999993,0.0,-0.025000000000000022,0.0,0.0,0.0
colon,3,2000,1000,0.5,50.0,0.8125,0.6666666666666666,0.8125,0.75,0.71875,0.6666666666666666,0.75,0.75,0.0,-0.09375,-0.0625,0.08333333333333337,0.0,0.08333333333333337
colon,4,2000,1000,0.5,50.0,0.9375,0.8333333333333334,0.90625,0.8333333333333334,0.84375,0.8333333333333334,0.84375,0.8333333333333334,-0.03125,-0.09375,-0.09375,0.0,0.0,0.0
