dataset,fold,p,k,feature_ratio,feature_pct,baseline_auc,baseline_accuracy,etree_auc,etree_accuracy,stg_auc,stg_accuracy,lspin_auc,lspin_accuracy,etree_auc_delta,stg_auc_delta,lspin_auc_delta,etree_accuracy_delta,stg_accuracy_delta,lspin_accuracy_delta
madelon,5,500,450,0.9,90.0,0.7575221893491124,0.6942307692307692,0.761826923076923,0.6788461538461539,0.7557100591715976,0.6692307692307692,0.7588757396449702,0.6711538461538461,0.004304733727810595,-0.0018121301775148035,0.0013535502958578194,-0.01538461538461533,-0.025000000000000022,-0.023076923076923106
madelon,1,500,400,0.8,80.0,0.7570118343195266,0.6884615384615385,0.7652958579881657,0.7057692307692308,0.7720192307692307,0.7019230769230769,0.7487426035502959,0.6673076923076923,0.008284023668639118,0.015007396449704169,-0.008269230769230695,0.017307692307692357,0.013461538461538414,-0.02115384615384619
madelon,2,500,400,0.8,80.0,0.7416124260355029,0.6673076923076923,0.7589718934911243,0.6711538461538461,0.7556286982248521,0.6846153846153846,0.7489940828402366,0.65,0.017359467455621336,0.0140162721893492,0.007381656804733683,0.0038461538461538325,0.017307692307692357,-0.017307692307692246
madelon,3,500,400,0.8,80.0,0.7916568047337278,0.7173076923076923,0.7851627218934911,0.7038461538461539,0.7976775147928994,0.7211538461538461,0.771301775147929,0.698076923076923,-0.00649408284023667,0.006020710059171597,-0.020355029585798823,-0.013461538461538414,0.0038461538461538325,-0.019230769230769273
madelon,4,500,400,0.8,80.0,0.78801775147929,0.7288461538461538,0.8147633136094674,0.7269230769230769,0.8065532544378698,0.7211538461538461,0.7982618343195267,0.7096153846153846,0.026745562130177425,0.018535502958579864,0.010244082840236701,-0.0019230769230769162,-0.007692307692307665,-0.019230769230769162
madelon,5,500,400,0.8,80.0,0.7575221893491124,0.6942307692307692,0.7752588757396449,0.6923076923076923,0.775414201183432,0.6884615384615385,0.7695931952662722,0.6653846153846154,0.017736686390532497,0.017892011834319543,0.012071005917159816,-0.0019230769230769162,-0.005769230769230749,-0.028846153846153855
madelon,1,500,350,0.7,70.0,0.7570118343195266,0.6884615384615385,0.7643269230769232,0.6846153846153846,0.7859541420118343,0.7115384615384616,0.7284467455621302,0.6596153846153846,0.007315088757396615,0.028942307692307767,-0.028565088757396384,-0.0038461538461538325,0.023076923076923106,-0.028846153846153855
madelon,2,500,350,0.7,70.0,0.7416124260355029,0.6673076923076923,0.7723150887573965,0.676923076923077,0.7338535502958579,0.6692307692307692,0.718853550295858,0.6596153846153846,0.030702662721893592,-0.007758875739645066,-0.022758875739644968,0.009615384615384692,0.0019230769230769162,-0.007692307692307665
madelon,3,500,350,0.7,70.0,0.7916568047337278,0.7173076923076923,0.8008505917159763,0.7096153846153846,0.8105991124260354,0.75,0.7667899408284025,0.6807692307692308,0.009193786982248486,0.018942307692307647,-0.02486686390532533,-0.007692307692307665,0.03269230769230769,-0.03653846153846152
madelon,4,500,350,0.7,70.0,0.78801775147929,0.7288461538461538,0.8040606508875741,0.7096153846153846,0.797758875739645,0.7307692307692307,0.8092529585798817,0.7192307692307692,0.016042899408284073,0.009741124260355005,0.02123520710059168,-0.019230769230769162,0.0019230769230769162,-0.009615384615384581
madelon,5,500,350,0.7,70.0,0.7575221893491124,0.6942307692307692,0.7957100591715975,0.7057692307692308,0.7890532544378697,0.7,0.7577366863905326,0.6788461538461539,0.03818786982248512,0.03153106508875725,0.00021449704142018078,0.011538461538461608,0.005769230769230749,-0.01538461538461533
madelon,1,500,300,0.6,60.0,0.7570118343195266,0.6884615384615385,0.7948224852071006,0.7134615384615385,0.7848076923076923,0.7038461538461539,0.7442307692307693,0.6807692307692308,0.03781065088757407,0.02779585798816575,-0.012781065088757315,0.025000000000000022,0.015384615384615441,-0.007692307692307665
madelon,2,500,300,0.6,60.0,0.7416124260355029,0.6673076923076923,0.7846153846153846,0.7134615384615385,0.746775147928994,0.6634615384615384,0.7445857988165681,0.6673076923076923,0.04300295857988168,0.005162721893491096,0.002973372781065131,0.04615384615384621,-0.0038461538461538325,0.0
madelon,3,500,300,0.6,60.0,0.7916568047337278,0.7173076923076923,0.8145192307692308,0.7423076923076923,0.8202662721893491,0.7403846153846154,0.7515754437869823,0.676923076923077,0.022862426035503036,0.028609467455621318,-0.040081360946745526,0.025000000000000022,0.023076923076923106,-0.04038461538461535
madelon,4,500,300,0.6,60.0,0.78801775147929,0.7288461538461538,0.8282988165680474,0.7307692307692307,0.8287721893491126,0.7480769230769231,0.8051923076923077,0.7346153846153847,0.040281065088757395,0.04075443786982258,0.017174556213017667,0.0019230769230769162,0.019230769230769273,0.00576923076923086
madelon,5,500,300,0.6,60.0,0.7575221893491124,0.6942307692307692,0.809112426035503,0.7192307692307692,0.8109763313609468,0.7096153846153846,0.7656508875739645,0.676923076923077,0.05159023668639062,0.053454142011834405,0.008128698224852071,0.025000000000000022,0.015384615384615441,-0.017307692307692246
madelon,1,500,250,0.5,50.0,0.7570118343195266,0.6884615384615385,0.8076923076923077,0.7307692307692307,0.801723372781065,0.7153846153846154,0.7341346153846154,0.6653846153846154,0.05068047337278114,0.044711538461538414,-0.022877218934911125,0.04230769230769227,0.02692307692307694,-0.023076923076923106
madelon,2,500,250,0.5,50.0,0.7416124260355029,0.6673076923076923,0.7873594674556214,0.7173076923076923,0.7688979289940827,0.6903846153846154,0.7487352071005917,0.6730769230769231,0.04574704142011843,0.027285502958579788,0.00712278106508879,0.050000000000000044,0.023076923076923106,0.00576923076923086
madelon,3,500,250,0.5,50.0,0.7916568047337278,0.7173076923076923,0.8247041420118344,0.7423076923076923,0.8049260355029586,0.7384615384615385,0.7666863905325443,0.6865384615384615,0.0330473372781066,0.013269230769230811,-0.02497041420118351,0.025000000000000022,0.02115384615384619,-0.03076923076923077
madelon,4,500,250,0.5,50.0,0.78801775147929,0.7288461538461538,0.8438683431952662,0.7519230769230769,0.8246523668639052,0.7480769230769231,0.7903550295857988,0.7096153846153846,0.05585059171597617,0.03663461538461521,0.0023372781065088555,0.023076923076923106,0.019230769230769273,-0.019230769230769162
madelon,5,500,250,0.5,50.0,0.7575221893491124,0.6942307692307692,0.8155399408284024,0.7211538461538461,0.8190014792899408,0.7288461538461538,0.7597559171597633,0.6692307692307692,0.05801775147929,0.06147928994082841,0.0022337278106508984,0.02692307692307694,0.0346153846153846,-0.025000000000000022
madelon,1,500,200,0.4,40.0,0.7570118343195266,0.6884615384615385,0.8332840236686391,0.7538461538461538,0.8271597633136095,0.75,0.6837278106508876,0.6211538461538462,0.0762721893491125,0.07014792899408295,-0.07328402366863895,0.06538461538461537,0.06153846153846154,-0.06730769230769229
madelon,2,500,200,0.4,40.0,0.7416124260355029,0.6673076923076923,0.8152218934911243,0.7461538461538462,0.7666272189349113,0.6903846153846154,0.7269600591715976,0.6442307692307693,0.07360946745562136,0.025014792899408334,-0.014652366863905364,0.0788461538461539,0.023076923076923106,-0.023076923076922995
madelon,3,500,200,0.4,40.0,0.7916568047337278,0.7173076923076923,0.859423076923077,0.7730769230769231,0.7968565088757397,0.7192307692307692,0.7965976331360947,0.7269230769230769,0.06776627218934916,0.005199704142011874,0.00494082840236687,0.05576923076923079,0.0019230769230769162,0.009615384615384581
madelon,4,500,200,0.4,40.0,0.78801775147929,0.7288461538461538,0.8628254437869822,0.7826923076923077,0.8397115384615386,0.7576923076923077,0.7448224852071006,0.676923076923077,0.07480769230769224,0.05169378698224858,-0.04319526627218939,0.05384615384615388,0.028846153846153855,-0.05192307692307685
madelon,5,500,200,0.4,40.0,0.7575221893491124,0.6942307692307692,0.8465532544378698,0.7519230769230769,0.8214423076923077,0.7365384615384616,0.7750887573964498,0.6865384615384615,0.08903106508875736,0.06392011834319533,0.01756656804733736,0.05769230769230771,0.04230769230769238,-0.007692307692307665
