dataset,fold,p,k,feature_ratio,feature_pct,baseline_train_auc,baseline_train_accuracy,baseline_auc,baseline_accuracy,stg_train_auc,stg_train_accuracy,stg_auc,stg_accuracy,stg_train_loss_history,lspin_train_auc,lspin_train_accuracy,lspin_auc,lspin_accuracy,lspin_train_loss_history,stg_auc_delta,lspin_auc_delta,stg_accuracy_delta,lspin_accuracy_delta
Breast,1,24481,24481,1.0,100.0,1.0,1.0,0.65,0.5,1.0,1.0,0.62,0.5,"[1.7796491861343384, 1.5368232727050781, 1.1215016961097717, 1.0348835706710815, 1.050352442264557, 1.0899805188179017, 0.9099557876586915, 0.9005183100700378, 0.905208170413971, 0.8778029441833496, 0.9230583786964417, 0.9028792023658753, 0.8710986733436584, 0.8474858283996582, 0.8451767086982727, 0.8686682343482971, 0.8808196663856507, 0.8657337069511414, 0.8579619884490967, 0.8466797232627868, 0.8820062041282654, 0.8451363921165467, 0.8880508065223693, 0.8439503073692322, 0.8470936059951782, 0.8443026542663574, 0.8426079750061035, 0.8438279271125794, 0.841830062866211, 0.8421228170394898, 0.8729416489601135, 0.8577534914016723, 0.853168249130249, 0.844354796409607, 0.8430262207984924, 0.8555495023727417, 0.8445704817771912, 0.8430719137191772, 0.8422621250152588, 0.849173367023468, 0.8411897540092468, 0.8424879908561707, 0.843371319770813, 0.8419011354446411, 0.840755844116211, 0.8428533792495727, 0.841561496257782, 0.8406162977218627, 0.8447573065757752, 0.8403807401657104, 0.8404860377311707, 0.84311363697052, 0.842792522907257, 0.841157078742981, 0.8410841703414917, 0.8408287405967713, 0.8407988548278809, 0.840534508228302, 0.8402933597564697, 0.8402474761009217, 0.8405023336410522, 0.8406546831130981, 0.8420067548751831, 0.8401621103286743, 0.8410003542900085, 0.8405184030532837, 0.8401524186134338, 0.8406594395637512, 0.8402032732963562, 0.8401384592056275, 0.8574660897254944, 0.8405394673347473, 0.8415928959846497, 0.8467924356460571, 0.8409105777740479, 0.8401070475578308, 0.840028977394104, 0.8400090575218201, 0.8403818726539611, 0.8418124079704284, 0.840149998664856, 0.8405046105384827, 0.8400408029556274, 0.8399431467056274, 0.8404366374015808, 0.8396536827087402, 0.8397996306419373, 0.8398508548736572, 0.8396350860595703, 0.8395689368247986, 0.8397983193397522, 0.8403387188911438, 0.8399896383285522, 0.8397041916847229, 0.8401253342628479, 0.840404748916626, 0.8394673109054566, 0.841277027130127, 0.8401337027549743, 0.8394651293754578, 0.8397092580795288, 0.8394775629043579, 0.8395589709281921, 0.8416674613952637, 0.8395361781120301, 0.8394397377967835, 0.8395590782165527, 0.8394580721855164, 0.8392547726631164, 0.8690595626831055, 0.847439193725586, 0.849914824962616, 0.8468628644943237, 0.8398403644561767, 0.8396506190299988, 0.8392153143882751, 0.8392174959182739, 0.8396558403968811, 0.8392892479896545, 0.8392500638961792, 0.8406645894050598, 0.8394089937210083, 0.8392117977142334, 0.8400642514228821, 0.839363944530487, 0.8394176483154296, 0.8392483830451966, 0.8394718647003174, 0.8408827304840087, 0.8389158606529236, 0.8390954375267029, 0.8387996912002563, 0.8391000628471375, 0.8390326976776123, 0.8388051867485047, 0.839013135433197, 0.8389180421829223, 0.838899552822113, 0.8390106678009033, 0.8389390707015991, 0.838748323917389, 0.8388134837150574, 0.8386940956115723, 0.8386028170585632, 0.8388005137443543, 0.8386442422866821, 0.8388975262641907, 0.8389353275299072, 0.8388187170028687, 0.8393343448638916, 0.8386240839958191, 0.8387183308601379, 0.838662040233612, 0.8386251568794251, 0.8386383414268493, 0.8385381102561951, 0.8384255528450012, 0.8384253740310669, 0.8384402513504028, 0.8384363651275635, 0.8383398413658142, 0.8386845707893371, 0.8382798433303833, 0.8383289217948914, 0.8383748769760132, 0.838633906841278, 0.838230574131012, 0.83826824426651, 0.8383346915245056, 0.8385132193565369, 0.8382624387741089, 0.8388797521591187, 0.8381947159767151, 0.8387762784957886, 0.8382031321525574, 0.8384305477142334, 0.8381666660308837, 0.8383626580238343, 0.8382734060287476, 0.8381812930107116, 0.8379591345787049, 0.8380577445030213, 0.8380380630493164, 0.8380678772926331, 0.8381202697753907, 0.8381520271301269, 0.8381316184997558, 0.8380631089210511, 0.8379183173179626, 0.8379902005195617, 0.8379561424255371, 0.8378665685653687, 0.8379159688949585, 0.8380512833595276, 0.837900173664093, 0.838129460811615, 0.8379085779190063, 0.837806236743927, 0.8377799153327942, 0.8378786206245422]",1.0,1.0,0.59,0.55,"[1.5252125263214111, 1.482314109802246, 1.4893090724945068, 1.497347354888916, 1.4846854209899902, 1.4387238025665283, 1.4699221849441528, 1.4366264343261719, 1.4255403280258179, 1.429188847541809, 1.4347004890441895, 1.4069421291351318, 1.4146778583526611, 1.4168283939361572, 1.4038773775100708, 1.375894546508789, 1.399061679840088, 1.3628113269805908, 1.386768102645874, 1.38645601272583, 1.3576462268829346, 1.3937442302703857, 1.3457037210464478, 1.387744426727295, 1.3538413047790527, 1.3468236923217773, 1.3534528017044067, 1.350144624710083, 1.3335750102996826, 1.3400497436523438, 1.3360532522201538, 1.3542592525482178, 1.3324625492095947, 1.326655626296997, 1.3462817668914795, 1.3241276741027832, 1.3227310180664062, 1.3404433727264404, 1.3235644102096558, 1.3211901187896729, 1.3108241558074951, 1.3234269618988037, 1.3213188648223877, 1.3160295486450195, 1.313463568687439, 1.305241346359253, 1.321625828742981, 1.3336962461471558, 1.3118031024932861, 1.2920806407928467, 1.3193023204803467, 1.3042632341384888, 1.2996480464935303, 1.3074511289596558, 1.2984213829040527, 1.3059978485107422, 1.2978723049163818, 1.2937953472137451, 1.283502459526062, 1.3100430965423584, 1.302988052368164, 1.3094265460968018, 1.2832300662994385, 1.2853562831878662, 1.2861111164093018, 1.2877707481384277, 1.293535828590393, 1.2914584875106812, 1.292236328125, 1.2821606397628784, 1.2899847030639648, 1.287674903869629, 1.293423056602478, 1.279409646987915, 1.2761574983596802, 1.2758798599243164, 1.274172306060791, 1.2730462551116943, 1.2861377000808716, 1.2929571866989136, 1.2814103364944458, 1.278649926185608, 1.2751884460449219, 1.271414875984192, 1.2735979557037354, 1.2929391860961914, 1.2751778364181519, 1.2816871404647827, 1.2819828987121582, 1.2746987342834473, 1.2721409797668457, 1.2720582485198975, 1.2783827781677246, 1.267072319984436, 1.2773256301879883, 1.2820849418640137, 1.2848803997039795, 1.279111385345459, 1.2639431953430176, 1.2698673009872437, 1.275006890296936, 1.2854994535446167, 1.2691816091537476, 1.2692867517471313, 1.2633922100067139, 1.268012523651123, 1.2615036964416504, 1.2778904438018799, 1.2550339698791504, 1.2641161680221558, 1.2694638967514038, 1.2702956199645996, 1.255659818649292, 1.26133394241333, 1.2513231039047241, 1.2566843032836914, 1.2636260986328125, 1.2655317783355713, 1.2672945261001587, 1.2607154846191406, 1.2725614309310913, 1.2606947422027588, 1.257338047027588, 1.2543926239013672, 1.2655692100524902, 1.2605489492416382, 1.260793924331665, 1.2660020589828491, 1.2724251747131348, 1.2612097263336182, 1.2613019943237305, 1.25441312789917, 1.2612321376800537, 1.256978154182434, 1.2661429643630981, 1.256624460220337, 1.2671507596969604, 1.2611973285675049, 1.257218360900879, 1.2564362287521362]",-0.030000000000000027,-0.06000000000000005,0.0,0.050000000000000044
Breast,2,24481,24481,1.0,100.0,1.0,1.0,0.898989898989899,0.8,1.0,1.0,0.8383838383838383,0.8,"[1.6964616298675537, 1.4585066556930542, 1.547327494621277, 1.3643829345703125, 1.0252076387405396, 0.9458572626113891, 0.8991485357284545, 0.9081261634826661, 0.9560760855674744, 0.9947986841201782, 1.0102171421051025, 0.8694067358970642, 0.9005539774894714, 0.8608878493309021, 0.8734931468963623, 0.864980947971344, 0.8498206615447998, 0.863288414478302, 0.8972376704216003, 0.8584237098693848, 0.8531666755676269, 0.8571181893348694, 0.9056528806686401, 0.8551239490509033, 0.8433136820793152, 0.8452727556228637, 0.8419676899909974, 0.8431467175483703, 0.8435438394546508, 0.8434228897094727, 0.8413810491561889, 0.8423415899276734, 0.8415169477462768, 0.8417633533477783, 0.8411126613616944, 0.8448542594909668, 0.8408146739006043, 0.8486056566238404, 0.8438110470771789, 0.8410856366157532, 0.8417089939117431, 0.8421036958694458, 0.8481012940406799, 0.8415483593940735, 0.841203761100769, 0.8412893056869507, 0.8407302856445312, 0.8418994069099426, 0.8407248020172119, 0.8414132833480835, 0.8420032739639283, 0.8408886075019837, 0.840538763999939, 0.8404611349105835, 0.8769768953323365, 0.8662380099296569, 0.8409765720367431, 0.8404539585113525, 0.8410743117332459, 0.8419121861457824, 0.8419220685958863, 0.8402822136878967, 0.8406020164489746, 0.8418507695198059, 0.8442262768745422, 0.8403214454650879, 0.8402648329734802, 0.8407477617263794, 0.8404939889907836, 0.8429526448249817, 0.8414352416992188, 0.840231466293335, 0.8409871459007263, 0.8400232553482055, 0.840000569820404, 0.8516708254814148, 0.8400481820106507, 0.8401134610176086, 0.8399456858634948, 0.8403515934944152, 0.840130066871643, 0.8403011083602905, 0.840937864780426, 0.8414049506187439, 0.8404364109039306, 0.8400425791740418, 0.8397933006286621, 0.8398531675338745, 0.8398678302764893, 0.8398205399513244, 0.8397464394569397, 0.8402657508850098, 0.8395746111869812, 0.8396608233451843, 0.8400707006454468, 0.8397220253944397, 0.8397474884986877, 0.8394777178764343, 0.8398004055023194, 0.8398694872856141, 0.8394676089286804, 0.8396641492843628, 0.8395496010780334, 0.8395633816719055, 0.8395683288574218, 0.8403631806373596, 0.8393401145935059, 0.8396011710166931, 0.8394782543182373, 0.8391978859901428, 0.8393109321594239, 0.8393444657325745, 0.8395120739936829, 0.8404638171195984, 0.8392611980438233, 0.839289391040802, 0.8395540237426757, 0.8390955209732056, 0.8393486261367797, 0.8392511010169983, 0.8391682863235473, 0.8391547322273254, 0.8390859723091125, 0.8393211603164673, 0.8392300367355346, 0.8390167236328125, 0.839065945148468, 0.8395023345947266, 0.8397026062011719, 0.8390745639801025, 0.8398137569427491, 0.839063310623169, 0.8391721963882446, 0.8389777660369873, 0.8389638066291809, 0.8388245820999145, 0.8391083359718323, 0.838776969909668, 0.8388068079948425, 0.8387606620788575, 0.8392854809761048, 0.8387096524238586, 0.8394215941429138, 0.838709545135498, 0.838853633403778, 0.8386535048484802, 0.8385741710662842, 0.8387024402618408, 0.8405219912528992, 0.8386088252067566, 0.8388603091239929, 0.8386986970901489, 0.8386383891105652, 0.8385203719139099, 0.8385136246681213, 0.8388226389884949, 0.8384915232658386, 0.8385812401771545, 0.8384108066558837, 0.8384312391281128, 0.8387848496437073, 0.838532292842865, 0.8384588599205017, 0.8385709166526795, 0.838361394405365, 0.8383581757545471, 0.838375186920166, 0.8384602546691895, 0.8387051105499268, 0.8385196208953858, 0.8383006691932678, 0.8383840560913086, 0.8383436441421509, 0.8381901502609252, 0.8382396101951599, 0.8382931351661682, 0.8382030367851258, 0.8382565021514893, 0.8381516337394714, 0.8391070365905762, 0.8384329676628113, 0.8380937695503234, 0.8380737781524659, 0.8381508231163025, 0.8381350636482239, 0.8380539655685425, 0.8382320284843445, 0.8381565928459167, 0.837992537021637, 0.8380030155181885, 0.8382121205329895, 0.8383364081382751, 0.8379241704940796, 0.8380349516868592, 0.8378994107246399, 0.838034987449646, 0.8379547119140625, 0.8378252029418946, 0.8379198551177979, 0.8378702044487]",1.0,1.0,0.8484848484848485,0.75,"[1.5336633920669556, 1.4949698448181152, 1.5083093643188477, 1.471961259841919, 1.4834647178649902, 1.4684462547302246, 1.4765963554382324, 1.453956127166748, 1.4586412906646729, 1.4317331314086914, 1.4098734855651855, 1.4029631614685059, 1.4185712337493896, 1.4203897714614868, 1.4223147630691528, 1.378345012664795, 1.4293711185455322, 1.3999632596969604, 1.402103066444397, 1.3970510959625244, 1.3895541429519653, 1.3878061771392822, 1.3915579319000244, 1.3841829299926758, 1.3982124328613281, 1.3732826709747314, 1.363614797592163, 1.3596994876861572, 1.3572118282318115, 1.342172384262085, 1.3483307361602783, 1.3616344928741455, 1.364394187927246, 1.3498170375823975, 1.3312917947769165, 1.3394925594329834, 1.349602222442627, 1.3458855152130127, 1.3356105089187622, 1.3285853862762451, 1.3201320171356201, 1.3175235986709595, 1.3105698823928833, 1.3302258253097534, 1.323307991027832, 1.312423825263977, 1.3306941986083984, 1.3122823238372803, 1.30973219871521, 1.3207156658172607, 1.301160216331482, 1.3092533349990845, 1.3037047386169434, 1.3062479496002197, 1.3096237182617188, 1.3063020706176758, 1.3009216785430908, 1.2998831272125244, 1.309084177017212, 1.3041057586669922, 1.2957316637039185, 1.2960774898529053, 1.307168960571289, 1.3108042478561401, 1.2955009937286377, 1.3011053800582886, 1.3009263277053833, 1.3040008544921875, 1.2918075323104858, 1.285024881362915, 1.2846606969833374, 1.2767882347106934, 1.2885825634002686, 1.2902414798736572, 1.2829830646514893, 1.2853772640228271, 1.2784334421157837, 1.2873936891555786, 1.285040259361267, 1.283874750137329, 1.2826390266418457, 1.3014442920684814, 1.2848544120788574, 1.279736042022705, 1.2916759252548218, 1.2873682975769043, 1.2888271808624268, 1.2807190418243408, 1.2797482013702393, 1.2695807218551636, 1.2776743173599243, 1.2682464122772217, 1.277219533920288, 1.2827987670898438, 1.2871818542480469, 1.2757878303527832, 1.2829538583755493, 1.2664695978164673, 1.27866530418396, 1.2719120979309082, 1.2696715593338013, 1.279351830482483, 1.2615211009979248, 1.2629814147949219, 1.2715790271759033, 1.2726010084152222, 1.2752792835235596, 1.2928227186203003, 1.2722947597503662, 1.2725026607513428, 1.269299030303955, 1.2762219905853271, 1.2701574563980103, 1.2663010358810425, 1.2743275165557861, 1.262099266052246, 1.270143985748291, 1.266320824623108, 1.2704691886901855, 1.2663218975067139, 1.2647103071212769, 1.2650305032730103, 1.2627795934677124, 1.2690589427947998, 1.2631808519363403, 1.2713189125061035, 1.2770071029663086, 1.2549686431884766, 1.2575459480285645, 1.25950288772583, 1.260486125946045, 1.2585325241088867, 1.2599427700042725, 1.2627577781677246, 1.2636935710906982, 1.261211633682251, 1.2593750953674316, 1.2771719694137573, 1.262674331665039, 1.2594459056854248, 1.2604293823242188, 1.2557363510131836, 1.2573788166046143, 1.2622662782669067, 1.2591681480407715, 1.2547826766967773, 1.2557613849639893, 1.2560425996780396, 1.2655887603759766, 1.2540324926376343, 1.2545745372772217, 1.2659504413604736, 1.2659940719604492, 1.2517642974853516, 1.263716459274292, 1.2583484649658203, 1.249170184135437, 1.2567894458770752, 1.2596046924591064, 1.2511769533157349, 1.2510310411453247, 1.2625178098678589, 1.2493829727172852, 1.2533758878707886, 1.2565357685089111, 1.2475701570510864, 1.2519270181655884, 1.2570668458938599, 1.2764633893966675, 1.2519686222076416, 1.2576203346252441, 1.2599490880966187, 1.2469545602798462, 1.2482080459594727, 1.2530856132507324, 1.2487878799438477, 1.2452304363250732, 1.2416133880615234, 1.2580331563949585, 1.2458935976028442, 1.2445838451385498, 1.2461901903152466, 1.249242901802063, 1.2463454008102417, 1.239008903503418, 1.246285080909729, 1.25559663772583, 1.2490689754486084, 1.2609672546386719, 1.248347520828247, 1.2389543056488037, 1.2455559968948364, 1.244826316833496, 1.2446218729019165, 1.2437958717346191, 1.251115322113037, 1.2396817207336426, 1.246802568435669, 1.2458311319351196, 1.2439649105072021, 1.2498952150344849, 1.2469360828399658, 1.2476943731307983, 1.2521206140518188, 1.2479617595672607, 1.2424991130828857, 1.243056058883667, 1.244779109954834, 1.2500569820404053, 1.2467615604400635]",-0.06060606060606066,-0.0505050505050505,0.0,-0.050000000000000044
Breast,3,24481,24481,1.0,100.0,1.0,1.0,0.6444444444444444,0.5789473684210527,1.0,1.0,0.6111111111111112,0.631578947368421,"[1.6281035661697387, 1.2858979463577271, 1.1661431550979615, 1.0285404086112977, 0.9295793056488038, 1.0721588611602784, 0.8887349367141724, 0.8616944432258606, 0.9125330448150635, 0.869231128692627, 0.8920600295066834, 0.8721903085708618, 0.8582194328308106, 0.8722018361091614, 0.878406286239624, 0.8878917455673218, 0.8495973229408265, 0.8493436813354492, 0.843866503238678, 0.843027675151825, 0.84725022315979, 0.8429251551628113, 0.8439716577529908, 0.8415060400962829, 0.8448160529136658, 0.8421471238136291, 0.8434726119041442, 0.8417617440223694, 0.8418580532073975, 0.8424071311950684, 0.8432752251625061, 0.8419043779373169, 0.8425746083259582, 0.8535594344139099, 0.8412256836891174, 0.8418017625808716, 0.8426279067993164, 0.8408943891525269, 0.8410374045372009, 0.8410096764564514, 0.8420024394989014, 0.8418370604515075, 0.8417031407356262, 0.8427635908126831, 0.8522134304046631, 0.8439743757247925, 0.8427654266357422, 0.8412147402763367, 0.8423685550689697, 0.8407501220703125, 0.845194935798645, 0.8405659675598145, 0.8432328581809998, 0.8410918354988098, 0.8413605570793152, 0.8408929824829101, 0.8405490756034851, 0.840479576587677, 0.840549087524414, 0.8408429145812988, 0.8404830932617188, 0.8403265237808227, 0.8435608983039856, 0.8405315518379212, 0.8407035946846009, 0.8410727143287658, 0.8405375003814697, 0.840556526184082, 0.8404791831970215, 0.840076458454132, 0.8400684833526612, 0.8399205327033996, 0.8406670093536377, 0.8420082092285156, 0.8404384851455688, 0.8434344410896302, 0.8398655772209167, 0.8399228572845459, 0.8399206042289734, 0.8400325536727905, 0.8400291919708252, 0.8397765636444092, 0.8398900270462036, 0.8399910092353821, 0.8398069381713867, 0.8398999452590943, 0.8405089735984802, 0.8396454453468323, 0.8413537025451661, 0.839684784412384, 0.8398993253707886, 0.8398963212966919, 0.8396347403526306, 0.8395806193351746, 0.8402894735336304, 0.839477825164795, 0.8400213360786438, 0.8395874381065369, 0.8395838141441345, 0.8395956873893737, 0.8395653247833252, 0.839586055278778, 0.839718759059906, 0.8409568428993225, 0.839602017402649, 0.8392966151237488, 0.8422499299049377, 0.8393704652786255, 0.8392013192176819, 0.8392962098121644, 0.8394227862358093, 0.8391696453094483, 0.8399420142173767, 0.8390941500663758, 0.8391347169876099, 0.8394242882728576, 0.8390951991081238, 0.8390430569648742, 0.8394354462623597, 0.8390937566757202, 0.8391523480415344, 0.8390636205673218, 0.8389326930046082, 0.8390306115150452, 0.8389524936676025, 0.8389492988586426, 0.8390113830566406, 0.8389038681983948, 0.8388375282287598, 0.8389024019241333, 0.8388322949409485, 0.8388123154640198, 0.8389036536216736, 0.8405573248863221, 0.8389295339584351, 0.838732099533081, 0.8388099789619445, 0.8391627311706543, 0.8387744188308716, 0.8386828780174256, 0.8387302875518798, 0.8388753533363342, 0.8386522889137268, 0.8386738061904907, 0.8386466383934021, 0.8386241316795349, 0.8386953830718994, 0.838620638847351, 0.8388085722923279, 0.838593590259552, 0.8389994740486145, 0.8402029514312744, 0.8391766548156738, 0.8386242866516114, 0.8397249817848206, 0.8383853793144226, 0.8391095161437988, 0.8384154200553894, 0.838433837890625, 0.838432502746582, 0.8383512258529663, 0.8384513854980469, 0.838324785232544, 0.8384311914443969, 0.8383889317512512, 0.8383353114128113, 0.8382706642150879, 0.8385482907295227, 0.8387776970863342, 0.8383615255355835, 0.8384276509284974, 0.8381347537040711, 0.838281512260437, 0.8385432124137878, 0.8382279515266419, 0.8385191559791565, 0.8381022214889526, 0.8382115244865418, 0.8380668997764588, 0.8384081840515136, 0.8379896283149719, 0.8380168676376343, 0.837985384464264, 0.8383858323097229, 0.8381811499595642, 0.8381995677947998, 0.8380050897598267, 0.8379916191101074, 0.8380228638648987, 0.8379462718963623, 0.8378409266471862, 0.8380924344062806, 0.8379750370979309, 0.8378305077552796, 0.8379759430885315, 0.8378583192825317, 0.8379292607307434, 0.8377655267715454, 0.8379851818084717, 0.8378200531005859]",1.0,1.0,0.6555555555555554,0.47368421052631576,"[1.6082912683486938, 1.588705062866211, 1.572134256362915, 1.552286148071289, 1.54190993309021, 1.5278878211975098, 1.5380585193634033, 1.5285656452178955, 1.4986495971679688, 1.4926087856292725, 1.4665683507919312, 1.471079707145691, 1.4813674688339233, 1.451108694076538, 1.45835542678833, 1.433346152305603, 1.430371642112732, 1.447777271270752, 1.4672856330871582, 1.4533414840698242, 1.429577350616455, 1.407031536102295, 1.4009485244750977, 1.3837732076644897, 1.4107542037963867, 1.398606777191162, 1.3757596015930176, 1.3894318342208862, 1.3727971315383911, 1.3755661249160767, 1.3669865131378174, 1.3786571025848389, 1.3810217380523682, 1.361039638519287, 1.3520370721817017, 1.3893132209777832, 1.3574737310409546, 1.3519721031188965, 1.3545730113983154, 1.3421415090560913, 1.351218819618225, 1.3358255624771118, 1.3331643342971802, 1.3705520629882812, 1.3474810123443604, 1.3396239280700684, 1.3405916690826416, 1.3403146266937256, 1.3411805629730225, 1.330089807510376, 1.3346407413482666, 1.3337256908416748, 1.3248811960220337, 1.3345141410827637, 1.3291573524475098, 1.3282065391540527, 1.3242921829223633, 1.3293609619140625, 1.3313987255096436, 1.319262146949768, 1.3059431314468384, 1.3205339908599854, 1.320113182067871, 1.3167295455932617, 1.322900414466858, 1.3156596422195435, 1.3079216480255127, 1.3041119575500488, 1.304567575454712, 1.316292405128479, 1.31743586063385, 1.3040778636932373, 1.3041130304336548, 1.299697756767273, 1.2961417436599731, 1.3115246295928955, 1.3158340454101562, 1.291364073753357, 1.294655442237854, 1.2938644886016846, 1.3119800090789795, 1.3006081581115723, 1.3051536083221436, 1.2954150438308716, 1.2934361696243286, 1.2868049144744873, 1.2906266450881958, 1.309882402420044, 1.2890043258666992, 1.2941064834594727, 1.2967593669891357, 1.2835943698883057, 1.2926571369171143, 1.2851802110671997, 1.3100249767303467, 1.290365219116211, 1.2811989784240723, 1.283405065536499, 1.2817951440811157, 1.2789076566696167, 1.2941606044769287, 1.284878134727478, 1.299669861793518, 1.2754805088043213, 1.281886339187622, 1.284895420074463, 1.2967263460159302, 1.2751164436340332, 1.284646987915039, 1.278778314590454, 1.2738481760025024, 1.2811812162399292, 1.293224811553955, 1.277289867401123, 1.2684367895126343, 1.272533893585205, 1.2834516763687134, 1.2723355293273926, 1.2818400859832764, 1.2778427600860596, 1.2774440050125122, 1.2754526138305664, 1.2688753604888916, 1.2835414409637451, 1.2743726968765259, 1.276009202003479, 1.2773991823196411, 1.2746129035949707, 1.2845770120620728, 1.2723990678787231, 1.2701082229614258, 1.2752258777618408, 1.2801315784454346, 1.2730727195739746, 1.2719913721084595, 1.281943917274475, 1.261805772781372, 1.2727934122085571, 1.2772634029388428, 1.2783387899398804, 1.2783114910125732, 1.2646815776824951, 1.274527668952942, 1.2677371501922607, 1.2698732614517212, 1.273098111152649, 1.2631587982177734, 1.2722601890563965, 1.2683570384979248, 1.2705180644989014, 1.263538122177124, 1.2648452520370483, 1.2707611322402954, 1.2605299949645996, 1.259448766708374, 1.2620105743408203, 1.260230541229248, 1.258979320526123, 1.25669527053833, 1.2581369876861572, 1.2764880657196045, 1.2643611431121826, 1.2706332206726074, 1.268309473991394, 1.2661985158920288, 1.2659496068954468, 1.2535605430603027, 1.2659111022949219, 1.2581210136413574, 1.265199899673462, 1.2662205696105957, 1.2547450065612793, 1.2481865882873535, 1.2591140270233154, 1.2711200714111328, 1.2601310014724731, 1.2624564170837402, 1.262142539024353, 1.2583463191986084, 1.2588510513305664, 1.2562520503997803, 1.2600700855255127, 1.2542822360992432, 1.256827712059021, 1.2705756425857544, 1.2600725889205933, 1.264535903930664, 1.2511011362075806, 1.2499809265136719, 1.2531578540802002, 1.256624460220337, 1.2531808614730835, 1.25807785987854, 1.2638187408447266, 1.2481379508972168, 1.2535312175750732, 1.2491869926452637, 1.254278302192688]",-0.033333333333333215,0.011111111111111072,0.05263157894736836,-0.10526315789473689
