dataset,selector,algorithm,selection_value,k_features,epoch,split,train_loss
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,81,validation,2.666200399398804
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,82,validation,2.5828311443328857
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,83,validation,2.5025596618652344
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,84,validation,2.422327756881714
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,85,validation,2.3511862754821777
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,86,validation,2.2755379676818848
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,87,validation,2.200584650039673
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,88,validation,2.1267800331115723
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,89,validation,2.0667552947998047
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,90,validation,2.020951986312866
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,91,validation,1.9690598249435425
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,92,validation,1.9095828533172607
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,93,validation,1.851706624031067
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,94,validation,1.800079345703125
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,95,validation,1.7471967935562134
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,96,validation,1.6972360610961914
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,97,validation,1.6486903429031372
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,98,validation,1.601412296295166
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,99,validation,1.5559955835342407
SMK-CAN-187,concrete_autoencoder,ConcreteAutoencoder,1,1,100,validation,1.5178977251052856
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,1,train,0.1639420688152313
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,2,train,0.1579337120056152
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,3,train,0.1546617150306701
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,4,train,0.1524766236543655
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,5,train,0.1509669572114944
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,6,train,0.1498058140277862
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,7,train,0.1488924771547317
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,8,train,0.1481204181909561
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,9,train,0.1474934220314026
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,10,train,0.1469924002885818
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,11,train,0.1463761329650879
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,12,train,0.1459577977657318
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,13,train,0.1455309242010116
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,14,train,0.1451288908720016
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,15,train,0.1447531282901764
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,16,train,0.1443860828876495
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,17,train,0.1440503448247909
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,18,train,0.143688291311264
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,19,train,0.1434371918439865
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,20,train,0.1430705934762954
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,21,train,0.1427956521511078
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,22,train,0.142435610294342
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,23,train,0.1421017199754715
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,24,train,0.1417058706283569
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,25,train,0.1415993571281433
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,26,train,0.1412156522274017
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,27,train,0.1411024183034896
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,28,train,0.1407186537981033
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,29,train,0.1403513699769973
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,30,train,0.1399575322866439
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,31,train,0.1398565620183944
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,32,train,0.1391748636960983
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,33,train,0.1390465050935745
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,34,train,0.1393091380596161
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,35,train,0.1391485631465912
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,36,train,0.1389465183019638
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,37,train,0.1409016102552414
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,38,train,0.1385629177093505
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,39,train,0.1387514173984527
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,40,train,0.1397917568683624
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,41,train,0.1397970914840698
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,42,train,0.1416024714708328
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,43,train,0.144499197602272
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,44,train,0.141080155968666
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,45,train,0.1446697264909744
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,46,train,0.1409278661012649
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,47,train,0.1431709229946136
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,48,train,0.1427687406539917
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,49,train,0.1412578523159027
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,50,train,0.1416410505771637
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,51,train,0.1413862854242324
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,52,train,0.1423497796058654
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,53,train,0.1438445150852203
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,54,train,0.1429779380559921
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,55,train,0.1450260132551193
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,56,train,0.1476535499095916
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,57,train,0.143975481390953
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,58,train,0.1442801803350448
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,59,train,0.1445957720279693
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,60,train,0.1442604213953018
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,61,train,0.1516638398170471
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,62,train,0.1471551656723022
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,63,train,0.1448367983102798
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,64,train,0.1493714898824691
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,65,train,0.1456398665904998
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,66,train,0.1458365321159362
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,67,train,0.1456978917121887
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,68,train,0.1443194895982742
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,69,train,0.1480381339788437
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,70,train,0.143151506781578
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,71,train,0.1498706489801406
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,72,train,0.1450705379247665
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,73,train,0.1478517651557922
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,74,train,0.1481621712446212
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,75,train,0.1462766081094741
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,76,train,0.1463963389396667
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,77,train,0.1527329683303833
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,78,train,0.1475427150726318
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,79,train,0.1465208232402801
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,80,train,0.1441578865051269
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,81,train,0.146532341837883
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,82,train,0.1484976708889007
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,83,train,0.1473777592182159
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,84,train,0.1496791392564773
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,85,train,0.1470377743244171
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,86,train,0.1470487266778946
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,87,train,0.1459745019674301
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,88,train,0.1449408233165741
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,89,train,0.1469375044107437
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,90,train,0.1450887024402618
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,91,train,0.1448938995599746
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,92,train,0.1440148651599884
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,93,train,0.1467574089765548
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,94,train,0.1509454995393753
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,95,train,0.149185910820961
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,96,train,0.1447557359933853
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,97,train,0.1456175297498703
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,98,train,0.1533081978559494
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,99,train,0.1498452872037887
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,100,train,0.1464468091726303
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,1,validation,0.2461457997560501
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,2,validation,0.6417853236198425
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,3,validation,1.5855371952056885
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,4,validation,2.698410987854004
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,5,validation,3.779168367385864
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,6,validation,4.708424091339111
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,7,validation,5.261764049530029
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,8,validation,5.826264381408691
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,9,validation,6.286763668060303
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,10,validation,6.425480842590332
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,11,validation,7.40307092666626
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,12,validation,7.822980880737305
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,13,validation,8.253251075744629
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,14,validation,8.414722442626953
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,15,validation,9.419391632080078
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,16,validation,10.181547164916992
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,17,validation,11.07046127319336
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,18,validation,11.668815612792969
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,19,validation,11.676278114318848
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,20,validation,12.63371467590332
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,21,validation,13.364498138427734
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,22,validation,14.48574447631836
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,23,validation,15.722654342651367
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,24,validation,16.35662078857422
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,25,validation,15.923076629638672
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,26,validation,18.269441604614254
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,27,validation,18.3147087097168
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,28,validation,20.386320114135746
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,29,validation,24.25762939453125
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,30,validation,24.169898986816406
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,31,validation,24.87557983398437
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,32,validation,25.687328338623047
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,33,validation,25.117834091186523
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,34,validation,24.8807373046875
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,35,validation,24.992326736450195
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,36,validation,24.30817222595215
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,37,validation,22.36072158813477
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,38,validation,22.28919982910156
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,39,validation,22.478708267211918
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,40,validation,20.928977966308597
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,41,validation,19.85325050354004
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,42,validation,18.79081153869629
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,43,validation,17.292171478271484
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,44,validation,17.166889190673828
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,45,validation,15.22314453125
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,46,validation,14.880898475646973
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,47,validation,14.975419044494627
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,48,validation,16.310626983642578
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,49,validation,13.593242645263672
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,50,validation,13.424402236938477
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,51,validation,13.516280174255373
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,52,validation,14.430344581604004
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,53,validation,13.912900924682615
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,54,validation,14.19331169128418
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,55,validation,13.359617233276367
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,56,validation,13.87503147125244
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,57,validation,13.21833038330078
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,58,validation,13.181005477905272
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,59,validation,13.025140762329102
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,60,validation,12.76597499847412
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,61,validation,11.803228378295898
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,62,validation,12.107422828674316
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,63,validation,11.866291046142578
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,64,validation,11.823161125183104
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,65,validation,11.268949508666992
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,66,validation,11.473392486572266
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,67,validation,11.120464324951172
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,68,validation,10.544774055480955
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,69,validation,10.188363075256348
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,70,validation,9.66677951812744
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,71,validation,9.658541679382324
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,72,validation,9.555549621582031
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,73,validation,9.587860107421877
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,74,validation,9.635848999023438
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,75,validation,9.584722518920898
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,76,validation,10.00593376159668
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,77,validation,10.008172988891602
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,78,validation,9.731613159179688
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,79,validation,9.727117538452148
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,80,validation,8.915465354919434
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,81,validation,8.264938354492188
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,82,validation,8.347309112548828
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,83,validation,8.246301651000977
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,84,validation,8.257879257202148
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,85,validation,7.845432758331299
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,86,validation,7.347248077392578
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,87,validation,7.698454856872559
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,88,validation,8.1250638961792
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,89,validation,7.646859169006348
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,90,validation,8.026084899902344
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,91,validation,7.79033613204956
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,92,validation,7.988091945648193
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,93,validation,7.543290615081787
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,94,validation,7.632403373718262
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,95,validation,7.246922492980957
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,96,validation,7.173565864562988
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,97,validation,6.82004976272583
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,98,validation,6.750148296356201
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,99,validation,6.716127395629883
RELATHE,concrete_autoencoder,ConcreteAutoencoder,60,60,100,validation,6.726370811462402
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,1,train,0.1661519855260849
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,2,train,0.1614440530538559
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,3,train,0.1585204303264618
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,4,train,0.1564697325229644
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,5,train,0.1547401249408722
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,6,train,0.1533886343240738
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,7,train,0.1523381471633911
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,8,train,0.1514431834220886
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,9,train,0.1506640464067459
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,10,train,0.1500122845172882
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,11,train,0.1494668573141098
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,12,train,0.1489380598068237
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,13,train,0.1485017538070678
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,14,train,0.1480623930692672
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,15,train,0.1476207226514816
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,16,train,0.1472447961568832
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,17,train,0.1468680649995803
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,18,train,0.1465151458978653
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,19,train,0.1462064087390899
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,20,train,0.1458162516355514
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,21,train,0.1454812288284301
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,22,train,0.1451604664325714
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,23,train,0.1448320001363754
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,24,train,0.1443240195512771
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,25,train,0.1440654397010803
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,26,train,0.1437439024448394
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,27,train,0.1435669362545013
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,28,train,0.1432214528322219
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,29,train,0.1429136544466018
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,30,train,0.1425655931234359
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,31,train,0.1422953158617019
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,32,train,0.143174409866333
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,33,train,0.141942098736763
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,34,train,0.1413038820028305
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,35,train,0.1413016021251678
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,36,train,0.1414957642555236
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,37,train,0.1414732336997985
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,38,train,0.1413947343826294
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,39,train,0.1419045329093933
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,40,train,0.1412761956453323
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,41,train,0.1415787190198898
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,42,train,0.1428416818380355
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,43,train,0.1451198160648346
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,44,train,0.1442420035600662
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,45,train,0.1435088515281677
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,46,train,0.1452214419841766
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,47,train,0.1436081081628799
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,48,train,0.145061194896698
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,49,train,0.1517508029937744
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,50,train,0.1465165466070175
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,51,train,0.1444777250289917
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,52,train,0.1456821858882904
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,53,train,0.1440868526697158
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,54,train,0.1451566964387893
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,55,train,0.1479644328355789
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,56,train,0.1487130969762802
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,57,train,0.149070605635643
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,58,train,0.1468615531921386
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,59,train,0.1496281325817108
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,60,train,0.1462432742118835
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,61,train,0.149398386478424
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,62,train,0.1480881869792938
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,63,train,0.1617380976676941
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,64,train,0.1467591822147369
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,65,train,0.1483417898416519
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,66,train,0.1516456604003906
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,67,train,0.1497366428375244
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,68,train,0.1476101726293563
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,69,train,0.1494927257299423
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,70,train,0.1505303233861923
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,71,train,0.1520640254020691
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,72,train,0.1511425524950027
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,73,train,0.1472572237253189
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,74,train,0.1495401561260223
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,75,train,0.1530778855085373
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,76,train,0.1456909775733947
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,77,train,0.1525244712829589
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,78,train,0.1489868611097335
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,79,train,0.1465790569782257
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,80,train,0.1434644758701324
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,81,train,0.1432724744081497
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,82,train,0.1474467366933822
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,83,train,0.1549815535545349
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,84,train,0.1521499454975128
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,85,train,0.1491451263427734
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,86,train,0.1508185714483261
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,87,train,0.1498674154281616
RELATHE,concrete_autoencoder,ConcreteAutoencoder,30,30,88,train,0.1472300589084625
