dataset,selector,algorithm,selection_value,k_features,epoch,split,train_loss
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,55,train,1.456210374832153
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,56,train,1.4703998565673828
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,57,train,1.4738606214523315
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,58,train,1.4797781705856323
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,59,train,1.479094624519348
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,60,train,1.4840137958526611
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,61,train,1.491838455200195
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,62,train,1.4817086458206177
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,63,train,1.4882152080535889
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,64,train,1.4884499311447144
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,65,train,1.4921940565109253
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,66,train,1.4819391965866089
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,67,train,1.499624252319336
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,68,train,1.5182743072509766
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,69,train,1.5056722164154053
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,70,train,1.498288631439209
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,71,train,1.488730788230896
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,72,train,1.5120785236358645
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,73,train,1.485049605369568
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,74,train,1.4978567361831665
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,75,train,1.4657865762710571
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,76,train,1.5073394775390625
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,77,train,1.5011142492294312
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,78,train,1.4937506914138794
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,79,train,1.4910709857940674
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,80,train,1.520102620124817
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,81,train,1.4973293542861938
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,82,train,1.4793416261672974
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,83,train,1.5170888900756836
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,84,train,1.4985601902008057
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,85,train,1.4683946371078491
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,86,train,1.4924579858779907
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,87,train,1.5468080043792725
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,88,train,1.4876598119735718
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,89,train,1.4755488634109497
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,90,train,1.4621376991271973
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,91,train,1.4443037509918213
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,92,train,1.428868293762207
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,93,train,1.481063723564148
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,94,train,1.4903298616409302
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,95,train,1.4740500450134275
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,96,train,1.4845974445343018
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,97,train,1.4518195390701294
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,98,train,1.4590020179748535
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,99,train,1.4769474267959597
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,100,train,1.4607181549072266
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,1,validation,2.2120540142059326
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,2,validation,1.961456060409546
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,3,validation,1.807397961616516
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,4,validation,1.7028720378875732
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,5,validation,1.64165198802948
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,6,validation,1.622816562652588
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,7,validation,1.617930889129639
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,8,validation,1.6233350038528442
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,9,validation,1.6354711055755615
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,10,validation,1.6385706663131714
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,11,validation,1.653524398803711
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,12,validation,1.6550490856170654
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,13,validation,1.6584327220916748
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,14,validation,1.6525391340255735
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,15,validation,1.6555399894714355
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,16,validation,1.6430797576904297
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,17,validation,1.6414166688919067
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,18,validation,1.6538889408111572
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,19,validation,1.659595608711243
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,20,validation,1.6406199932098389
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,21,validation,1.63107430934906
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,22,validation,1.6137211322784424
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,23,validation,1.6099404096603394
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,24,validation,1.6047046184539795
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,25,validation,1.6190968751907349
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,26,validation,1.6255757808685305
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,27,validation,1.625232458114624
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,28,validation,1.65325665473938
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,29,validation,1.648118495941162
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,30,validation,1.6448657512664795
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,31,validation,1.62614905834198
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,32,validation,1.623062014579773
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,33,validation,1.6096757650375366
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,34,validation,1.6193718910217283
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,35,validation,1.6333122253417969
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,36,validation,1.63368022441864
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,37,validation,1.6384718418121338
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,38,validation,1.6285922527313232
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,39,validation,1.6295292377471924
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,40,validation,1.620444655418396
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,41,validation,1.6386353969573977
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,42,validation,1.621160626411438
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,43,validation,1.6228922605514526
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,44,validation,1.615073561668396
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,45,validation,1.6140230894088743
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,46,validation,1.6077569723129272
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,47,validation,1.6052391529083252
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,48,validation,1.6123263835906982
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,49,validation,1.6090202331542969
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,50,validation,1.610196590423584
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,51,validation,1.60431969165802
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,52,validation,1.606935977935791
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,53,validation,1.610970377922058
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,54,validation,1.6157951354980469
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,55,validation,1.6133310794830322
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,56,validation,1.621870756149292
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,57,validation,1.627624750137329
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,58,validation,1.6298094987869265
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,59,validation,1.6265413761138916
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,60,validation,1.6227548122406006
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,61,validation,1.6189932823181152
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,62,validation,1.6196244955062866
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,63,validation,1.6235052347183228
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,64,validation,1.6233150959014893
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,65,validation,1.627899169921875
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,66,validation,1.6421849727630615
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,67,validation,1.6500786542892456
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,68,validation,1.6502344608306885
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,69,validation,1.640235185623169
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,70,validation,1.6277759075164795
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,71,validation,1.6098682880401611
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,72,validation,1.6007015705108645
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,73,validation,1.602566480636597
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,74,validation,1.6111890077590942
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,75,validation,1.6188976764678955
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,76,validation,1.619470477104187
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,77,validation,1.6060841083526611
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,78,validation,1.603701949119568
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,79,validation,1.6013365983963013
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,80,validation,1.5998355150222778
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,81,validation,1.5994292497634888
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,82,validation,1.596047043800354
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,83,validation,1.5926783084869385
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,84,validation,1.5894176959991455
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,85,validation,1.5855774879455566
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,86,validation,1.581392526626587
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,87,validation,1.57666015625
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,88,validation,1.57555890083313
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,89,validation,1.582427740097046
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,90,validation,1.584077000617981
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,91,validation,1.5804715156555176
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,92,validation,1.57942533493042
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,93,validation,1.5772839784622192
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,94,validation,1.583346605300903
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,95,validation,1.583951473236084
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,96,validation,1.5815683603286743
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,97,validation,1.5802720785140991
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,98,validation,1.5767868757247925
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,99,validation,1.576945424079895
colon,concrete_autoencoder,ConcreteAutoencoder,60,60,100,validation,1.554529309272766
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,1,train,2.301520347595215
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,2,train,2.131289005279541
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,3,train,1.9802967309951784
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,4,train,1.862661361694336
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,5,train,1.7703415155410769
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,6,train,1.6898488998413086
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,7,train,1.6258068084716797
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,8,train,1.5725281238555908
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,9,train,1.5295246839523315
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,10,train,1.494383692741394
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,11,train,1.466017723083496
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,12,train,1.4450747966766355
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,13,train,1.4268245697021484
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,14,train,1.4124634265899658
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,15,train,1.4022072553634644
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,16,train,1.3943431377410889
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,17,train,1.3895753622055054
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,18,train,1.386400818824768
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,19,train,1.3837172985076904
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,20,train,1.3818668127059937
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,21,train,1.3800358772277832
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,22,train,1.3786741495132446
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,23,train,1.377707839012146
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,24,train,1.376837134361267
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,25,train,1.3763223886489868
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,26,train,1.3761789798736572
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,27,train,1.3766363859176636
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,28,train,1.3752890825271606
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,29,train,1.3760697841644287
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,30,train,1.3753865957260132
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,31,train,1.3767292499542236
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,32,train,1.375720739364624
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,33,train,1.3771432638168335
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,34,train,1.376347899436951
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,35,train,1.3767343759536743
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,36,train,1.3774830102920532
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,37,train,1.3800451755523682
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,38,train,1.377842664718628
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,39,train,1.3839761018753052
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,40,train,1.3837112188339231
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,41,train,1.3915531635284424
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,42,train,1.391648530960083
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,43,train,1.39922034740448
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,44,train,1.4094833135604858
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,45,train,1.4095230102539062
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,46,train,1.4012935161590576
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,47,train,1.4135247468948364
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,48,train,1.4143437147140503
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,49,train,1.4241456985473633
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,50,train,1.4291789531707764
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,51,train,1.4454927444458008
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,52,train,1.4359726905822754
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,53,train,1.4342666864395142
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,54,train,1.423176646232605
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,55,train,1.4387054443359375
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,56,train,1.448741793632507
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,57,train,1.4568252563476562
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,58,train,1.449161410331726
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,59,train,1.4470031261444092
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,60,train,1.4313644170761108
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,61,train,1.46973717212677
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,62,train,1.4652395248413086
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,63,train,1.4638625383377075
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,64,train,1.4732377529144287
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,65,train,1.477591633796692
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,66,train,1.4782819747924805
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,67,train,1.460555076599121
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,68,train,1.456548094749451
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,69,train,1.4640015363693235
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,70,train,1.468636393547058
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,71,train,1.4657078981399536
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,72,train,1.4817240238189695
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,73,train,1.4588823318481443
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,74,train,1.478609561920166
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,75,train,1.4552733898162842
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,76,train,1.4692254066467283
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,77,train,1.4666789770126345
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,78,train,1.4540467262268066
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,79,train,1.4604345560073853
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,80,train,1.4576106071472168
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,81,train,1.4607069492340088
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,82,train,1.484054684638977
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,83,train,1.4560606479644775
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,84,train,1.4399197101593018
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,85,train,1.4884836673736572
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,86,train,1.4573742151260376
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,87,train,1.4541385173797607
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,88,train,1.462050199508667
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,89,train,1.4735536575317385
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,90,train,1.4649440050125122
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,91,train,1.4509364366531372
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,92,train,1.4760977029800415
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,93,train,1.495542049407959
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,94,train,1.4653050899505615
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,95,train,1.431740403175354
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,96,train,1.440901756286621
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,97,train,1.446079969406128
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,98,train,1.455807328224182
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,99,train,1.4351202249526978
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,100,train,1.4365154504776
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,1,validation,2.2413601875305176
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,2,validation,2.08728575706482
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,3,validation,1.971643686294556
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,4,validation,1.8644553422927856
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,5,validation,1.7900270223617554
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,6,validation,1.7311174869537354
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,7,validation,1.6792571544647217
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,8,validation,1.651840090751648
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,9,validation,1.62732994556427
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,10,validation,1.634350061416626
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,11,validation,1.638624668121338
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,12,validation,1.6400679349899292
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,13,validation,1.6492263078689575
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,14,validation,1.6471201181411743
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,15,validation,1.669783115386963
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,16,validation,1.678061842918396
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,17,validation,1.694249987602234
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,18,validation,1.7319386005401611
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,19,validation,1.7346514463424685
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,20,validation,1.7191141843795776
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,21,validation,1.7255109548568726
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,22,validation,1.734727144241333
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,23,validation,1.7271872758865356
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,24,validation,1.7471765279769895
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,25,validation,1.7735209465026855
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,26,validation,1.774894118309021
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,27,validation,1.7866052389144895
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,28,validation,1.7869828939437866
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,29,validation,1.787314772605896
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,30,validation,1.7896647453308103
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,31,validation,1.8100084066390991
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,32,validation,1.850241780281067
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,33,validation,1.842441439628601
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,34,validation,1.852198362350464
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,35,validation,1.831123113632202
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,36,validation,1.8292711973190308
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,37,validation,1.8506537675857544
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,38,validation,1.847349047660828
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,39,validation,1.781221866607666
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,40,validation,1.7286432981491089
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,41,validation,1.730432391166687
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,42,validation,1.7401045560836792
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,43,validation,1.722353458404541
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,44,validation,1.7209017276763916
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,45,validation,1.695837140083313
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,46,validation,1.6847752332687378
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,47,validation,1.673070788383484
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,48,validation,1.6715028285980225
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,49,validation,1.6661460399627686
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,50,validation,1.6854323148727417
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,51,validation,1.6951730251312256
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,52,validation,1.698100209236145
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,53,validation,1.6957013607025146
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,54,validation,1.665934920310974
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,55,validation,1.6629395484924316
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,56,validation,1.659199357032776
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,57,validation,1.6610066890716553
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,58,validation,1.66158926486969
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,59,validation,1.664947271347046
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,60,validation,1.6300867795944214
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,61,validation,1.6294825077056885
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,62,validation,1.6306138038635254
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,63,validation,1.6307907104492188
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,64,validation,1.6378661394119265
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,65,validation,1.6624929904937744
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,66,validation,1.6609395742416382
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,67,validation,1.6635956764221191
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,68,validation,1.6615192890167236
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,69,validation,1.6612980365753174
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,70,validation,1.6705418825149536
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,71,validation,1.6689904928207395
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,72,validation,1.701030135154724
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,73,validation,1.716680645942688
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,74,validation,1.7150980234146118
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,75,validation,1.7135192155838013
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,76,validation,1.712746262550354
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,77,validation,1.7145657539367676
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,78,validation,1.7144948244094849
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,79,validation,1.7108268737792969
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,80,validation,1.707854986190796
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,81,validation,1.724323034286499
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,82,validation,1.722542405128479
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,83,validation,1.710435390472412
colon,concrete_autoencoder,ConcreteAutoencoder,30,30,84,validation,1.7071105241775513
