dataset_name,k_features,Accuracy,AUC
SMK-CAN-187,1,0.5789473684210527,0.6027777777777777
SMK-CAN-187,5,0.631578947368421,0.725
SMK-CAN-187,10,0.7105263157894737,0.7277777777777777
SMK-CAN-187,30,0.868421052631579,0.9277777777777778
SMK-CAN-187,60,0.6842105263157895,0.7972222222222223
