dataset,fold,p,k,feature_ratio,feature_pct,baseline_train_auc,baseline_train_accuracy,baseline_auc,baseline_accuracy,stg_train_auc,stg_train_accuracy,stg_auc,stg_accuracy,lspin_train_auc,lspin_train_accuracy,lspin_auc,lspin_accuracy,stg_auc_delta,lspin_auc_delta,stg_accuracy_delta,lspin_accuracy_delta
Breast,2,24481,4896,0.2,20.0,1.0,1.0,0.898989898989899,0.8,1.0,1.0,0.8080808080808082,0.75,1.0,1.0,0.8585858585858587,0.75,-0.09090909090909083,-0.04040404040404033,-0.050000000000000044,-0.050000000000000044
Breast,3,24481,4896,0.2,20.0,1.0,1.0,0.6444444444444444,0.5789473684210527,1.0,1.0,0.6222222222222221,0.47368421052631576,1.0,1.0,0.6444444444444444,0.47368421052631576,-0.022222222222222254,0.0,-0.10526315789473689,-0.10526315789473689
Breast,4,24481,4896,0.2,20.0,1.0,1.0,0.8555555555555555,0.7894736842105263,1.0,1.0,0.9111111111111112,0.7894736842105263,1.0,1.0,0.8333333333333334,0.7894736842105263,0.05555555555555569,-0.022222222222222143,0.0,0.0
Breast,5,24481,4896,0.2,20.0,1.0,1.0,0.7777777777777778,0.6842105263157895,1.0,1.0,0.8111111111111111,0.6842105263157895,1.0,1.0,0.7555555555555556,0.631578947368421,0.033333333333333326,-0.022222222222222143,0.0,-0.052631578947368474
Breast,1,24481,2448,0.1,10.0,1.0,1.0,0.65,0.5,1.0,1.0,0.59,0.55,1.0,1.0,0.64,0.65,-0.06000000000000005,-0.010000000000000009,0.050000000000000044,0.15000000000000002
Breast,2,24481,2448,0.1,10.0,1.0,1.0,0.898989898989899,0.8,1.0,1.0,0.8282828282828283,0.8,1.0,1.0,0.8888888888888888,0.8,-0.07070707070707072,-0.010101010101010166,0.0,0.0
Breast,3,24481,2448,0.1,10.0,1.0,1.0,0.6444444444444444,0.5789473684210527,1.0,1.0,0.5777777777777778,0.5789473684210527,1.0,1.0,0.611111111111111,0.5263157894736842,-0.06666666666666654,-0.033333333333333326,0.0,-0.052631578947368474
Breast,4,24481,2448,0.1,10.0,1.0,1.0,0.8555555555555555,0.7894736842105263,1.0,1.0,0.8111111111111111,0.631578947368421,1.0,1.0,0.788888888888889,0.6842105263157895,-0.0444444444444444,-0.06666666666666654,-0.1578947368421053,-0.10526315789473684
Breast,5,24481,2448,0.1,10.0,1.0,1.0,0.7777777777777778,0.6842105263157895,1.0,1.0,0.7888888888888889,0.6842105263157895,1.0,1.0,0.8,0.631578947368421,0.011111111111111072,0.022222222222222254,0.0,-0.052631578947368474
Breast,1,24481,1224,0.05,5.0,1.0,1.0,0.65,0.5,1.0,1.0,0.61,0.5,1.0,1.0,0.56,0.45,-0.040000000000000036,-0.08999999999999997,0.0,-0.04999999999999999
Breast,2,24481,1224,0.05,5.0,1.0,1.0,0.898989898989899,0.8,1.0,1.0,0.8686868686868687,0.9,1.0,1.0,0.8787878787878788,0.8,-0.030303030303030276,-0.02020202020202022,0.09999999999999998,0.0
Breast,3,24481,1224,0.05,5.0,1.0,1.0,0.6444444444444444,0.5789473684210527,1.0,1.0,0.6000000000000001,0.631578947368421,1.0,1.0,0.6333333333333333,0.5263157894736842,-0.04444444444444429,-0.011111111111111072,0.05263157894736836,-0.052631578947368474
Breast,4,24481,1224,0.05,5.0,1.0,1.0,0.8555555555555555,0.7894736842105263,1.0,1.0,0.8555555555555555,0.7894736842105263,1.0,1.0,0.8222222222222222,0.7894736842105263,0.0,-0.033333333333333326,0.0,0.0
Breast,5,24481,1224,0.05,5.0,1.0,1.0,0.7777777777777778,0.6842105263157895,1.0,1.0,0.8111111111111111,0.7368421052631579,1.0,1.0,0.7000000000000001,0.631578947368421,0.033333333333333326,-0.07777777777777772,0.05263157894736836,-0.052631578947368474
madelon,1,500,500,1.0,100.0,0.8679992603550295,0.7528846153846154,0.6664792899408284,0.5980769230769231,0.863124075443787,0.7427884615384616,0.6710650887573965,0.6,0.8721052144970415,0.7735576923076923,0.6770857988165679,0.6038461538461538,0.004585798816568065,0.010606508875739551,0.0019230769230769162,0.005769230769230749
madelon,2,500,500,1.0,100.0,0.8638905325443786,0.7504807692307692,0.664171597633136,0.6076923076923076,0.8571930473372781,0.7418269230769231,0.6594526627218935,0.6057692307692307,0.8478346893491124,0.7331730769230769,0.6562278106508876,0.5826923076923077,-0.004718934911242534,-0.007943786982248402,-0.0019230769230769162,-0.02499999999999991
madelon,3,500,500,1.0,100.0,0.8775943047337278,0.7673076923076924,0.6969970414201184,0.625,0.8553809171597633,0.7413461538461539,0.7041420118343196,0.6346153846153846,0.8842954881656804,0.7754807692307693,0.6891420118343194,0.6403846153846153,0.007144970414201146,-0.007855029585798978,0.009615384615384581,0.01538461538461533
madelon,4,500,500,1.0,100.0,0.8720072115384616,0.7600961538461538,0.7290976331360945,0.6576923076923077,0.8728651997041421,0.7620192307692307,0.7120857988165681,0.6653846153846154,0.864475776627219,0.7456730769230769,0.7167899408284023,0.6538461538461539,-0.017011834319526464,-0.012307692307692242,0.007692307692307665,-0.0038461538461538325
madelon,5,500,500,1.0,100.0,0.8918823964497044,0.7831730769230769,0.6585650887573965,0.6076923076923076,0.8738248890532545,0.7644230769230769,0.6635946745562129,0.6096153846153847,0.8866013313609468,0.7826923076923077,0.6672041420118343,0.6269230769230769,0.005029585798816405,0.008639053254437812,0.0019230769230770273,0.019230769230769273
madelon,1,500,450,0.9,90.0,0.8679992603550295,0.7528846153846154,0.6664792899408284,0.5980769230769231,0.8628254437869823,0.7384615384615385,0.6731656804733728,0.5942307692307692,0.860260724852071,0.7384615384615385,0.6659171597633136,0.6153846153846154,0.006686390532544384,-0.0005621301775148302,-0.0038461538461538325,0.017307692307692357
madelon,2,500,450,0.9,90.0,0.8638905325443786,0.7504807692307692,0.664171597633136,0.6076923076923076,0.8500314349112426,0.7355769230769231,0.6650147928994083,0.5826923076923077,0.8689108727810652,0.7653846153846153,0.6492307692307693,0.5788461538461539,0.0008431952662723008,-0.014940828402366768,-0.02499999999999991,-0.028846153846153744
madelon,3,500,450,0.9,90.0,0.8775943047337278,0.7673076923076924,0.6969970414201184,0.625,0.8773335798816567,0.7759615384615385,0.6773224852071006,0.6096153846153847,0.8638646449704143,0.7447115384615385,0.6964644970414202,0.6326923076923077,-0.019674556213017835,-0.0005325443786982076,-0.01538461538461533,0.007692307692307665
